"","genenames","logFC","logCPM","F","PValue","FDR"
"b1094","acpP",-2.25610702460077,8.92039781218534,82.2587349171482,1.92645115974413e-10,"> 0.5"
"b2254","arnC",-0.882080769199145,5.86270131021047,48.5697419343414,6.05468245844769e-08,"> 0.5"
"b3101","yqjF",-0.810290481505807,6.57865298418933,33.0537411548531,2.08869771360954e-06,"> 0.5"
"b1410","ynbC",-0.669433271556024,7.93341131908188,30.7698484048259,3.78332529063962e-06,"> 0.5"
"b0331","prpB",-0.706482528139876,8.36554708688393,29.9010003255693,4.7709356572279e-06,"> 0.5"
"b4136","dsbD",-0.487817852106313,7.88685213742492,26.3415926432976,1.28039838889413e-05,"> 0.5"
"b3606","trmL",0.527984808854322,6.88059069787679,25.6507583219819,1.56224343888793e-05,"> 0.5"
"b2053","gmd",-0.564501213909737,8.20350707610005,23.2748139906483,3.15887230429458e-05,"> 0.5"
"b3094","exuR",0.611628386978573,6.22759323984307,23.1957071301498,3.23558486356973e-05,"> 0.5"
"b3106","yhaK",-0.600722577538695,7.46195344391249,23.1594797746471,3.2713751461096e-05,"> 0.5"
"b2234","nrdA",-0.707811467558624,6.42198762261807,22.9388400158607,3.49864895874322e-05,"> 0.5"
"b0155","clcA",-0.669422939068976,5.63336739796363,22.6353166208182,3.83913938160914e-05,"> 0.5"
"b0430","cyoC",-0.484288307956445,7.31434103729997,22.1918566717446,4.40146310858837e-05,"> 0.5"
"b2681","ygaY",-0.552128550601587,5.88842161668738,22.0353790074186,4.62028138714437e-05,"> 0.5"
"b4566","yjhX",-0.768740689668519,5.01091493070964,21.3280231865923,5.76432458828783e-05,"> 0.5"
"b3181","greA",-0.461808025621854,6.59746704881062,21.0974234961085,6.19966565121373e-05,"> 0.5"
"b0997","torA",-0.609414036565206,8.2238568137825,20.8864242762915,6.62873823480567e-05,"> 0.5"
"b2881","xdhD",0.558062191680368,8.26797743089796,20.6692371937801,7.10357866183892e-05,"> 0.5"
"b3744","asnA",-0.508316185100521,9.32891740734559,20.5558061045475,7.36585272365718e-05,"> 0.5"
"b3421","rtcB",-0.671425364444989,7.79162996962408,19.879055803018,9.16092461743472e-05,"> 0.5"
"b4046","zur",0.46976179374506,6.54909260797572,19.628196247053,9.94010948744185e-05,"> 0.5"
"b0851","nfsA",-0.565244349330263,7.31978124664023,19.5244286955059,0.000102827848345119,"> 0.5"
"b0783","moaC",-0.788756985314632,5.2650465477527,18.6139098896521,0.000138892061610736,"> 0.5"
"b2644","yfjY",-0.607359424374941,7.55372088015777,18.6119006172447,0.000138985147459484,"> 0.5"
"b4109","crfC",-0.459312199684605,7.92581853041659,18.4921565088842,0.000144654458583175,"> 0.5"
"b1439","ydcR",-0.620488058455366,5.43675043457499,18.1247772305179,0.000163639388378801,"> 0.5"
"b1006","rutG",0.453897410110798,7.9589732792269,18.124592157728,0.000163649595517913,"> 0.5"
"b4349","hsdM",-0.582380698066373,6.27309346107316,18.0798633593804,0.000166136483990807,"> 0.5"
"b1408","ynbA",0.495515841077265,4.13758962164811,18.0299565868974,0.000168958866158124,"> 0.5"
"b1137","ymfD",-0.755028859658241,7.27297441010242,17.9400951466291,0.000174170411551263,"> 0.5"
"b2276","nuoN",-0.750311436902106,3.17075329117286,17.3101858033275,0.000215874680837284,"> 0.5"
"b3177","folP",-0.564644905672796,5.36505441461243,17.2432414790739,0.000220895663956088,"> 0.5"
"b4386","lplA",-0.797354791132521,3.96467887818205,17.0447276233856,0.000236530305773378,"> 0.5"
"b1056","yceI",-0.533656562639145,8.25119656604766,16.9939988841599,0.000240712030715961,"> 0.5"
"b3079","ygjJ",-0.5132640674763,4.80964323817953,16.9808103976915,0.000241812055754133,"> 0.5"
"b1255","yciC",-0.818818716153623,6.55374686762841,16.9085905717291,0.000247931537330861,"> 0.5"
"b1467","narY",0.569880002272891,8.27745380648582,16.9007383055333,0.000248606774100876,"> 0.5"
"b1659","ydhB",0.385024183471634,10.2243651913728,16.7275628798935,0.000264007968498803,"> 0.5"
"b1841","yobA",-0.502436069115629,9.46876763525608,16.6392439134095,0.000272251327444587,"> 0.5"
"b2480","bcp",-0.417677402386695,8.54814676755732,16.6197622251987,0.000274106352683144,"> 0.5"
"b3902","rhaD",-0.507511116964219,8.83863702242307,16.560925099838,0.000279791021208604,"> 0.5"
"b4389","radA",0.870140590991038,2.30814434246678,16.4631794965784,0.000289514570547875,"> 0.5"
"b0736","ybgC",0.464067364659865,6.6839486808942,16.3266908180465,0.000303699498187428,"> 0.5"
