"","genenames","logFC","logCPM","F","PValue","FDR"
"b4233","mpl",0.684519378501132,7.28599175693197,47.8321061802024,7.04746402986386e-08,"> 0.5"
"b2681","ygaY",-0.595395518213735,5.88842161668738,25.7548660991573,1.51585581747398e-05,"> 0.5"
"b3106","yhaK",-0.572916520303769,7.46195344391249,21.2170000262286,5.96971289345681e-05,"> 0.5"
"b3560","glyQ",-0.606045706011638,5.14771276668827,21.0183418767496,6.35691118629564e-05,"> 0.5"
"b3875","ompL",-0.585294131050456,8.0912025818707,19.6703248514637,9.80447578960861e-05,"> 0.5"
"b3463","ftsE",-0.656470627359186,5.97026280417215,19.5403606506832,0.000102293649865516,"> 0.5"
"b4349","hsdM",-0.596852538358598,6.27309346107316,19.1281052041839,0.000117119590503896,"> 0.5"
"b3170","rimP",0.418964159332471,7.13531930975077,17.9394901590618,0.000174206072965398,"> 0.5"
"b3606","trmL",0.441206635438627,6.88059069787679,17.9083061696214,0.000176054811331836,"> 0.5"
"b1410","ynbC",-0.505653734778738,7.93341131908188,17.8827072279991,0.000177588063575301,"> 0.5"
"b2234","nrdA",-0.618235844913913,6.42198762261807,17.8282920903162,0.000180894731593808,"> 0.5"
"b3995","rsd",0.622703010999199,6.33926564253366,17.0701506247385,0.000234463797874912,"> 0.5"
"b3079","ygjJ",-0.509406846921759,4.80964323817953,17.0432584971552,0.000236650315463547,"> 0.5"
"b1253","yciA",-0.680127417042298,4.1175654539564,16.8992874837389,0.000248731748440548,"> 0.5"
"b2456","eutN",0.548320856128078,3.48437529371271,16.8221421535257,0.000255474492158031,"> 0.5"
"b0155","clcA",-0.565594733970512,5.63336739796363,16.5697698644739,0.000278928500284224,"> 0.5"
"b1255","yciC",-0.803570736814029,6.55374686762841,16.4614167861251,0.000289693194257845,"> 0.5"
"b4050","pspG",-0.476270375520423,7.26599261609098,16.2828841878371,0.000308407855928449,"> 0.5"
"b1950","fliR",0.437218461832231,4.31274016926801,15.9026073776738,0.000352706204134573,"> 0.5"
"b0896","dmsC",0.921893495695453,7.30390849744021,15.460475998705,0.000412897041130443,"> 0.5"
"b0997","torA",-0.518557298339892,8.2238568137825,15.2868039641591,0.000439459460236071,"> 0.5"
"b4566","yjhX",-0.632979326967803,5.01091493070964,15.035096264156,0.000481242195831241,"> 0.5"
"b1467","narY",0.533888486620107,8.27745380648582,14.8329449442291,0.000517865893511406,"> 0.5"
"b2045","wcaK",-0.708763626651512,7.12266064882812,14.7843352388127,0.000527108871817408,"> 0.5"
"b3181","greA",-0.383596847998344,6.59746704881062,14.7772666255583,0.000528467540774259,"> 0.5"
"b2328","mepA",-0.72489109658466,4.20057082942308,14.2803966559067,0.000634006741492205,"> 0.5"
"b4545","ypdJ",-0.616784265297798,7.38574636813271,14.1485492953422,0.000665642575176148,"> 0.5"
"b2332","yfcO",-0.527367317466793,5.38787301119454,14.0516245612597,0.00068997212654688,"> 0.5"
"b1799","dmlR",-0.55247951016993,7.2491998246116,13.8430848768979,0.000745597601185211,"> 0.5"
"b1077","flgF",0.4471091212806,6.67165355806029,13.671686741722,0.000794901854504819,"> 0.5"
"b0277","yagK",-0.602688734974229,6.00094723238918,13.6554754476597,0.000799742247258546,"> 0.5"
"b4386","lplA",-0.696699838903658,3.96467887818205,13.6302659907717,0.000807331971015942,"> 0.5"
"b3947","frwA",0.411931803167964,7.26737284695519,13.4233805967381,0.000872603364949612,"> 0.5"
"b1352","kilR",-0.34364339294117,9.30261601961255,13.3515527166414,0.000896564542287276,"> 0.5"
"b2829","ptsP",-0.624863175229237,4.08158227917613,12.9148416239556,0.00105823886788898,"> 0.5"
"b3891","fdhE",-0.418024128266434,6.24249727001783,12.8842849478956,0.0010706622571154,"> 0.5"
"b0225","yafQ",-0.343434270816693,9.66638180283016,12.8482852344449,0.00108549893643362,"> 0.5"
"b2757","casD",0.451930010368985,5.04609894520399,12.7927318110004,0.00110882719793898,"> 0.5"
"b2938","speA",0.47785562809856,8.06679683165597,12.3955521574418,0.00129206223340095,"> 0.5"
"b4674","ynbG",-0.550519669798667,6.78370743228665,12.3444494825984,0.00131789400353347,"> 0.5"
"b0331","prpB",-0.444649261413373,8.36554708688393,12.1545524218166,0.00141883193256634,"> 0.5"
