"","genenames","logFC","logCPM","F","PValue","FDR"
"b1094","acpP",-2.83915103981941,8.92039781218534,118.920563771607,2.00321710732914e-12,"> 0.5"
"b3101","yqjF",-1.55507715581027,6.57865298418933,104.252469122131,1.07119029219968e-11,"> 0.5"
"b3612","gpmM",-1.24755875016409,7.55002061468742,84.2667674747628,1.44707557677824e-10,"> 0.5"
"b2254","arnC",-1.06910885901761,5.86270131021047,65.0279352416933,2.8302559606342e-09,"> 0.5"
"b2456","eutN",0.848533164773925,3.48437529371271,37.9665068592047,6.24305834373179e-07,"> 0.5"
"b2881","xdhD",0.670793732994493,8.26797743089796,29.7373840504374,4.98583357734028e-06,"> 0.5"
"b0505","allA",0.548180027504354,8.52540966666494,28.4347212447339,7.11215223100671e-06,"> 0.5"
"b3606","trmL",0.560450529699024,6.88059069787679,28.2115231278476,7.56453647294515e-06,"> 0.5"
"b0277","yagK",-0.893233222127768,6.00094723238918,26.5818305902995,1.19550534970541e-05,"> 0.5"
"b1432","insQ",0.629607218242658,9.26992305869835,24.040584895873,2.50884232036905e-05,"> 0.5"
"b2681","ygaY",-0.576585850146889,5.88842161668738,22.6083107287288,3.87109806663192e-05,"> 0.5"
"b0641","lptE",0.545733001732221,7.08063054714911,22.4871821331246,4.0179634581259e-05,"> 0.5"
"b0604","dsbG",-0.553173054407178,7.06682674947809,21.5873923684535,5.3132430580398e-05,"> 0.5"
"b3932","hslV",0.490737785848433,6.80448042152389,20.615598525027,7.22634031582063e-05,"> 0.5"
"b1957","yodC",-0.401227510173588,8.89710886103052,20.5084434236152,7.47839763612865e-05,"> 0.5"
"b4017","arpA",-0.675001140412339,4.27717446005109,20.4567160483621,7.60340863573262e-05,"> 0.5"
"b3366","nirD",0.411212418498876,8.18602452109637,20.0416250963277,8.6908927469908e-05,"> 0.5"
"b1515","lsrD",0.494030364090665,6.51516188338596,19.4373854405943,0.000105799339287691,"> 0.5"
"b1037","csgG",-0.549841409769988,7.37025664650112,19.1885078026057,0.000114811335066879,"> 0.5"
"b0363","yaiP",-0.639576659946907,4.44370957778848,18.9489625254699,0.000124260838380127,"> 0.5"
"b1352","kilR",-0.410587890404403,9.30261601961255,18.805473211731,0.000130315117247215,"> 0.5"
"b1056","yceI",-0.565040978291654,8.25119656604766,18.7460851786724,0.000132912131293322,"> 0.5"
"b2560","pgpC",0.468545115326013,6.84573690261725,18.6000516322807,0.000139535442007043,"> 0.5"
"b4176","yjeT",-0.566595849623993,6.86827315965575,18.3197617323275,0.000153253221140236,"> 0.5"
"b1950","fliR",0.481741604347148,4.31274016926801,17.6850924151043,0.000189914084996176,"> 0.5"
"b1439","ydcR",-0.634149216837621,5.43675043457499,17.6763914595051,0.000190477334602497,"> 0.5"
"b0997","torA",-0.560182740637998,8.2238568137825,17.485687596013,0.000203280190172267,"> 0.5"
"b2045","wcaK",-0.785692050104499,7.12266064882812,17.4583766870962,0.000205187504930122,"> 0.5"
"b3875","ompL",-0.55188615238183,8.0912025818707,17.2362359324425,0.000221428245120177,"> 0.5"
"b1655","mepH",0.448917451194664,7.5066538604573,17.1833186610023,0.00022549564456848,"> 0.5"
"b4339","yjiP",-0.538131577866039,5.61635360885262,17.1782666988468,0.000225888098307733,"> 0.5"
"b2466","ypfG",0.455037402661125,6.14109975894423,16.9592946650805,0.000243618156382485,"> 0.5"
"b0632","dacA",-0.553925073531873,4.91917703537544,16.2997415566472,0.000306586870139917,"> 0.5"
"b1410","ynbC",-0.483625550063837,7.93341131908188,16.0938642808689,0.000329634732142643,"> 0.5"
"b2869","ygeV",0.442814628809267,7.88940387624856,16.0730006467938,0.000332071460057525,"> 0.5"
"b2938","speA",0.54590351014013,8.06679683165597,16.0202376255662,0.000338319934934254,"> 0.5"
"b3094","exuR",0.515136088293341,6.22759323984307,15.759357308627,0.000371112362038645,"> 0.5"
"b4525","ymjC",-1.15096960391892,3.89561278945088,15.7523472191877,0.000372038986164796,"> 0.5"
"b2332","yfcO",-0.583027513509572,5.38787301119454,15.718760749136,0.000376512954008005,"> 0.5"
"b0155","clcA",-0.566785977633682,5.63336739796363,15.5368517489544,0.000401762750799636,"> 0.5"
"b0212","gloB",-0.511150097770233,5.9940324803742,15.3214721686122,0.000434014977671321,"> 0.5"
"b4109","crfC",-0.420538300701009,7.92581853041659,15.3074360828082,0.000436210561202853,"> 0.5"
"b0944","ycbF",-0.458728904363134,6.18006898967886,15.0958550526989,0.000470782458563676,"> 0.5"
"b4349","hsdM",-0.539862301670945,6.27309346107316,14.9716574768168,0.000492428398007088,"> 0.5"
"b2328","mepA",-0.792747048823254,4.20057082942308,14.926881889917,0.000500490554359315,"> 0.5"
"b2600","tyrA",0.509338185476403,7.42416935190125,14.8352949765332,0.000517423448126392,"> 0.5"
"b1013","rutR",0.477270917796722,5.334735744655,14.3699631185269,0.000613433846174776,"> 0.5"
"b2234","nrdA",-0.566240737542418,6.42198762261807,14.3024323080249,0.00062887787645308,"> 0.5"
"b2237","inaA",0.595721823769504,4.3598670214916,14.297437445504,0.000630036551357369,"> 0.5"
"b3560","glyQ",-0.518809934459788,5.14771276668827,14.2359623744692,0.000644485264293135,"> 0.5"
"b3553","ghrB",0.319814443823974,9.42008775310945,14.1539485297853,0.000664314499518593,"> 0.5"
"b2634","yfjR",0.57562260935621,6.50905346915981,14.141684606165,0.000667335210279178,"> 0.5"
"b2872","ygeY",-0.500464323423022,8.89714632195228,13.9910958237847,0.000705646058142617,"> 0.5"
"b1711","btuC",0.487424456922737,5.40132070989469,13.8153983442341,0.000753335444690336,"> 0.5"
"b3427","yzgL",-0.565203751911641,5.84720738424639,13.8151701515691,0.000753399575255118,"> 0.5"
"b2768","ygcP",-0.667957712410483,4.68100797552143,13.7516859447447,0.000771469454412324,"> 0.5"
"b1078","flgG",-0.527017437554264,5.94814595487513,13.63276485618,0.000806576222667459,"> 0.5"
"b3744","asnA",-0.411349962557138,9.32891740734559,13.4859107204038,0.000852300550133233,"> 0.5"
"b4136","dsbD",-0.348055143570033,7.88685213742492,13.3535247908664,0.000895897372168829,"> 0.5"
"b4651","yibW",-0.507169805583221,7.07369084216636,13.3368272246057,0.000901563116773144,"> 0.5"
"b1562","hokD",0.558925633265876,11.1253127978157,13.2858118266257,0.000919111851857405,"> 0.5"
"b3295","rpoA",0.345857524145379,9.99052716597344,13.231298240049,0.000938268003495231,"> 0.5"
"b1985","yeeO",-0.507999489066816,6.13852273355907,13.2171405766093,0.000943312498916175,"> 0.5"
"b3348","slyX",0.344165824693548,6.43039163542086,13.1516357220306,0.000967032586384818,"> 0.5"
"b0225","yafQ",-0.34863353225327,9.66638180283016,13.1516188562365,0.000967038775122935,"> 0.5"
"b1659","ydhB",0.34208855165496,10.2243651913728,13.1397377484086,0.000971408964908484,"> 0.5"
"b1137","ymfD",-0.650081979572878,7.27297441010242,13.1180194144965,0.000979452189736958,"> 0.5"
"b3881","yihT",-0.408301655324053,7.56770619379057,13.084236303825,0.000992105283593671,"> 0.5"
"b4029","yjbH",-0.486213552466653,5.76768310115503,12.9572640041171,0.00104124603339927,"> 0.5"
"b2747","ispD",-0.315220448001375,7.19496634200318,12.796745645067,0.00110712385850573,"> 0.5"
"b3421","rtcB",-0.539467788640832,7.79162996962408,12.7856295319745,0.00111184803919453,"> 0.5"
"b3449","ugpQ",-0.709677334105418,5.0334441872172,12.5104196082696,0.00123595342752294,"> 0.5"
"b0919","ycbJ",0.317897837173526,9.01100363721159,12.4810951836756,0.00125002526432804,"> 0.5"
"b0872","hcr",0.34341233689861,9.13053112866472,12.379062298202,0.00130033797916266,"> 0.5"
"b3794","wecG",-0.292621292500977,8.59607541039298,12.3530498811705,0.00131350824399498,"> 0.5"
"b3712","yieE",0.356453136068268,6.77985157481159,12.2349748258927,0.0013751096940648,"> 0.5"
"b1081","flgJ",0.391720183763845,5.58759995492151,12.1808771655181,0.00140435881962564,"> 0.5"
"b4477","dgoA",0.394108792779577,8.50323102223443,11.9170275235043,0.00155687275512518,"> 0.5"
"b4487","yjdP",0.444565984985312,8.282178229147,11.8885976287229,0.00157433418150368,"> 0.5"
"b3819","rarD",-0.387076951953656,8.70135656735067,11.876002061984,0.00158213715688575,"> 0.5"
"b0067","thiP",0.936097552977301,1.89338915375291,11.8550668433081,0.00159519825209482,"> 0.5"
"b2360","yfdQ",-0.437760420952123,5.89930109130051,11.8151314746885,0.00162043422226757,"> 0.5"
"b1604","ydgH",-0.462334905806987,5.92465390057704,11.8098051958387,0.00162383216045992,"> 0.5"
"b1397","paaJ",0.363292552062218,5.76929808206088,11.7398867327281,0.00166915108933109,"> 0.5"
"b1187","fadR",-0.381162969830574,7.11304946777352,11.7171970249756,0.00168414720998019,"> 0.5"
"b3038","ygiC",0.678627483448879,3.37373471888442,11.6829901261054,0.00170702846635977,"> 0.5"
"b4674","ynbG",-0.544729047092907,6.78370743228665,11.5480425618487,0.00180059414311066,"> 0.5"
"b0118","acnB",0.322194762945531,10.1692310733999,11.5226758363772,0.00181878718041762,"> 0.5"
