"","genenames","logFC","logCPM","F","PValue","FDR"
"b3612","gpmM",-1.98584535036907,7.55002061468742,197.943840457297,2.02490535148378e-15,"> 0.5"
"b1094","acpP",-3.56407936008149,8.92039781218534,172.744891274105,1.35404161316792e-14,"> 0.5"
"b2254","arnC",-1.52649878791992,5.86270131021047,130.08839059595,6.21681219615167e-13,"> 0.5"
"b3101","yqjF",-1.69870365795596,6.57865298418933,127.304149014738,8.25822434083284e-13,"> 0.5"
"b3779","gpp",-0.90206026709173,9.0481426841701,82.6701866496117,1.81600402926551e-10,"> 0.5"
"b1957","yodC",-0.691473752943345,8.89710886103052,59.8691376272788,6.95677618183168e-09,"> 0.5"
"b3449","ugpQ",-1.38442268594331,5.0334441872172,44.5986031729889,1.39521274655012e-07,"> 0.5"
"b2560","pgpC",0.68865276893875,6.84573690261725,41.5301575647716,2.74293539726137e-07,"> 0.5"
"b1397","paaJ",0.600598511839663,5.76929808206088,34.0425227834171,1.6258789979166e-06,"> 0.5"
"b3606","trmL",0.554534472680724,6.88059069787679,28.2189586824135,7.54898320821621e-06,"> 0.5"
"b2881","xdhD",0.63645920307853,8.26797743089796,26.932583875686,1.08213898946719e-05,"> 0.5"
"b0573","cusF",-0.54377400140965,8.6215455016184,24.361736369636,2.28004650427807e-05,"> 0.5"
"b1410","ynbC",-0.588437809936591,7.93341131908188,23.8692254291641,2.64080659791184e-05,"> 0.5"
"b2152","yeiB",0.819588186039057,3.79104904327239,23.0409766077216,3.39142081809916e-05,"> 0.5"
"b1916","sdiA",0.609782382876742,4.20268107854859,22.7856895317494,3.66624711498734e-05,"> 0.5"
"b3644","yicC",0.47726578722177,5.79507234237548,22.5694943591464,3.91752999028316e-05,"> 0.5"
"b3374","frlD",0.654736904243496,4.88713229117434,21.7363851124395,5.07124194349124e-05,"> 0.5"
"b4487","yjdP",0.583862977416882,8.282178229147,20.8119397872895,6.78766180512443e-05,"> 0.5"
"b4566","yjhX",-0.75249844892298,5.01091493070964,20.1322583270115,8.44005452110998e-05,"> 0.5"
"b3712","yieE",0.450154570378322,6.77985157481159,20.0667545169044,8.62055853496238e-05,"> 0.5"
"b2045","wcaK",-0.817877388560726,7.12266064882812,19.238154314144,0.000112950394270332,"> 0.5"
"b0997","torA",-0.580127192063451,8.2238568137825,18.9299397173961,0.000125045950717556,"> 0.5"
"b2643","yfjX",-0.385392458302339,6.61932479471342,18.7566567388433,0.000132445838534317,"> 0.5"
"b3186","rplU",0.420641964067364,6.24253983563117,18.4098792108752,0.000148692372000745,"> 0.5"
"b2547","yphE",0.61352292445387,3.32714135302131,18.2713319284566,0.000155765615419074,"> 0.5"
"b0155","clcA",-0.602473921192472,5.63336739796363,18.2490292711323,0.000156937333287174,"> 0.5"
"b2498","upp",-0.551604737421532,5.33805479450849,18.2370964499995,0.000157568102294067,"> 0.5"
"b3330","gspI",0.580378453262751,5.52338958468409,17.5256343937168,0.000200524372337684,"> 0.5"
"b1184","umuC",0.532060252328583,5.2922574756958,17.1358150443475,0.000229214791050235,"> 0.5"
"b3932","hslV",0.440512370198795,6.80448042152389,16.8625312510371,0.000251920387595825,"> 0.5"
"b0722","sdhD",0.517927942358943,5.18206877226422,16.4979028530532,0.000286019724228453,"> 0.5"
"b3875","ompL",-0.534759364471986,8.0912025818707,16.4028357816144,0.000295696826626612,"> 0.5"
"b2094","gatA",0.453757545975549,6.33835849787332,16.3535086920605,0.000300854966981384,"> 0.5"
"b0896","dmsC",0.940807528146172,7.30390849744021,16.0389336405975,0.000336091631018902,"> 0.5"
"b0225","yafQ",-0.384444890109261,9.66638180283016,16.0171030045805,0.00033869507759141,"> 0.5"
"b1711","btuC",0.499202147922106,5.40132070989469,15.3317664680711,0.000432412195307037,"> 0.5"
"b1950","fliR",0.437331330778815,4.31274016926801,15.3284695662231,0.000432924821699011,"> 0.5"
"b2053","gmd",-0.456300949618,8.20350707610005,15.3148535830012,0.00043504881213284,"> 0.5"
"b1056","yceI",-0.505267048002371,8.25119656604766,15.2283238514091,0.000448809287833338,"> 0.5"
"b1578","insD1",0.539160408186568,5.09074952272907,15.0819840940459,0.000473148815786138,"> 0.5"
"b0102","zapD",-0.33850694556848,5.9257844843455,14.9240058246005,0.000501013201563542,"> 0.5"
"b0075","leuL",0.631385579099776,3.55328521664044,14.8093321316302,0.000522334001536025,"> 0.5"
"b4509","ylcG",0.3473120707016,8.95835120560875,14.7941333860677,0.000525231716339377,"> 0.5"
"b2449","yffR",-0.554660095244002,9.25568150456337,14.3225909422487,0.000624224675329005,"> 0.5"
"b2634","yfjR",0.57215990229261,6.50905346915981,14.3010210923148,0.000629205010131548,"> 0.5"
"b0851","nfsA",-0.480981552313015,7.31978124664023,14.1872810368896,0.000656177931982746,"> 0.5"
"b2466","ypfG",0.408625398001817,6.14109975894423,14.0460356131685,0.000691403687599592,"> 0.5"
"b4279","yjhB",0.318553587810533,8.60879460486133,14.0402035501523,0.000692900902338971,"> 0.5"
"b1659","ydhB",0.353050390403089,10.2243651913728,14.0356278394779,0.000694078008087924,"> 0.5"
"b0236","prfH",0.764690702943554,3.17297276058835,13.8994760993784,0.00073009860281285,"> 0.5"
"b4109","crfC",-0.396901939886761,7.92581853041659,13.837068520873,0.000747271807635907,"> 0.5"
"b2912","fau",0.840355483592689,2.3092729310318,13.780635265493,0.000763172689358987,"> 0.5"
"b0027","lspA",0.777589083726459,2.92320546706987,13.4084068258032,0.000877541451286632,"> 0.5"
"b2069","yegD",0.629502157938222,3.53256650674829,13.3336266880288,0.000902653473993863,"> 0.5"
"b4314","fimA",-0.441664971426877,7.94950497548922,13.1270018264885,0.00097611702334465,"> 0.5"
"b1515","lsrD",0.40013674131508,6.51516188338596,12.9533836242723,0.00104278818498491,"> 0.5"
"b3750","rbsC",-0.547654778344867,9.51141523585804,12.9338268292497,0.00105059774272522,"> 0.5"
"b0162","cdaR",0.484097843317203,5.34059715098315,12.7438790641618,0.00112978471810216,"> 0.5"
"b4052","dnaB",0.460036109610539,5.85609375517763,12.432723004392,0.00127361319229785,"> 0.5"
"b0020","nhaR",0.499914235742463,8.19141345762081,12.304358930751,0.00133854576475418,"> 0.5"
"b3095","yqjA",-0.620426632501379,4.40058913117978,12.2911241842588,0.00134543911464871,"> 0.5"
"b1314","ycjR",-0.370741426730701,7.80397626896719,12.2775113491745,0.00135256901615436,"> 0.5"
"b4386","lplA",-0.675399911471553,3.96467887818205,12.2676767887464,0.00135774513277558,"> 0.5"
"b1238","tdk",0.317636733277569,7.58399585474563,12.2209363274687,0.00138263678764185,"> 0.5"
"b3256","accC",0.491205083231818,4.97122046238594,12.217834665046,0.00138430575795309,"> 0.5"
"b0489","qmcA",-0.39625147007919,7.65176829634523,12.1750509045696,0.00140754838497043,"> 0.5"
"b0761","modE",0.508873013235961,5.52507922597725,12.1707955822392,0.00140988284132749,"> 0.5"
"b1049","opgH",-0.454630572910138,5.63208719247946,12.1642487301038,0.00141348251394054,"> 0.5"
"b0290","ecpD",-0.453778423289369,7.13896741047099,12.1521693621833,0.00142014997025603,"> 0.5"
"b4136","dsbD",-0.325559124962358,7.88685213742492,11.8607078041669,0.00159166764496138,"> 0.5"
"b3348","slyX",0.322727470662885,6.43039163542086,11.8544232724139,0.00159560158731561,"> 0.5"
"b0919","ycbJ",0.307517747368611,9.01100363721159,11.7376349006213,0.00167063296729704,"> 0.5"
"b3507","dctR",0.44931107531037,7.3596496398713,11.720745663846,0.00168179235770475,"> 0.5"
"b3902","rhaD",-0.425838584974346,8.83863702242307,11.7200638380571,0.00168224453898288,"> 0.5"
"b0379","yaiY",-0.384047384856864,8.22774041956312,11.5988979776314,0.00176470463963598,"> 0.5"
"b4576","insB1",0.685105894417703,2.89633739394637,11.5654628513734,0.00178821316687093,"> 0.5"
"b3881","yihT",-0.379641158773902,7.56770619379057,11.5233531427044,0.0018182988673231,"> 0.5"
"b1926","fliT",0.78469447422635,2.97742589170131,11.44976007743,0.00187218681721322,"> 0.5"
"b4526","ydaE",0.438903355482048,6.70238841652799,11.4464660140213,0.00187463850071718,"> 0.5"
"b3584","yiaT",-0.321695597700102,9.3815179424004,11.3576200581327,0.00194207774109745,"> 0.5"
"b1352","kilR",-0.316249426695315,9.30261601961255,11.3030430608692,0.00198478920954735,"> 0.5"
"b4029","yjbH",-0.441685340568745,5.76768310115503,11.2453472141484,0.00203103728947936,"> 0.5"
"b2747","ispD",-0.292146137398422,7.19496634200318,11.2351695572873,0.00203931459607517,"> 0.5"
"b3868","glnG",0.499743355824246,4.60253819232348,11.1421775133857,0.00211663801299341,"> 0.5"
"b0331","prpB",-0.425806058058128,8.36554708688393,11.1121554213568,0.0021422673213229,"> 0.5"
"b4176","yjeT",-0.431957721896539,6.86827315965575,11.0630235735748,0.00218493002782403,"> 0.5"
"b4039","ubiC",0.348296009998625,5.55319817072413,11.0346706427394,0.0022099631045383,"> 0.5"
