"","annot_site_detected","alt_site_detected","alt_site_detected_meydan","annot_site_detected_meydan","riboseq_reads_detected"
"b0420_440177",TRUE,FALSE,FALSE,FALSE,TRUE
"b0421_441101",TRUE,FALSE,FALSE,FALSE,TRUE
"b0422_441343",TRUE,FALSE,FALSE,FALSE,TRUE
"b0423_441549",FALSE,FALSE,FALSE,FALSE,TRUE
"b0424_443641",TRUE,FALSE,FALSE,FALSE,TRUE
"b0425_444515",TRUE,FALSE,FALSE,FALSE,TRUE
"b0426_444683",TRUE,FALSE,FALSE,TRUE,TRUE
"b0427_446666",TRUE,FALSE,FALSE,FALSE,TRUE
"b0428_447705",FALSE,FALSE,FALSE,FALSE,TRUE
"b0429_448046",TRUE,TRUE,FALSE,FALSE,TRUE
"b0430_448660",TRUE,FALSE,FALSE,FALSE,TRUE
"b0431_450641",TRUE,FALSE,FALSE,FALSE,TRUE
"b0432_451610",TRUE,FALSE,FALSE,FALSE,TRUE
"b0433_453545",FALSE,FALSE,FALSE,FALSE,FALSE
"b0434_454167",TRUE,FALSE,FALSE,FALSE,TRUE
"b0435_454472",TRUE,FALSE,FALSE,TRUE,TRUE
"b0436_455133",TRUE,FALSE,FALSE,TRUE,TRUE
"b0437_456677",TRUE,FALSE,FALSE,TRUE,TRUE
"b0438_457426",TRUE,TRUE,TRUE,TRUE,TRUE
"b0439_458888",TRUE,FALSE,FALSE,TRUE,TRUE
"b0440_461451",TRUE,TRUE,FALSE,TRUE,TRUE
"b0441_461915",FALSE,FALSE,FALSE,TRUE,TRUE
"b0442_463937",TRUE,FALSE,FALSE,FALSE,TRUE
"b0443_464402",TRUE,FALSE,FALSE,FALSE,TRUE
"b0444_465547",TRUE,TRUE,FALSE,FALSE,TRUE
"b0445_467312",FALSE,FALSE,FALSE,FALSE,TRUE
"b0446_467412",TRUE,FALSE,FALSE,FALSE,TRUE
"b0447_468383",TRUE,TRUE,FALSE,TRUE,TRUE
"b0448_468871",FALSE,FALSE,FALSE,FALSE,TRUE
"b0449_470636",TRUE,FALSE,FALSE,TRUE,TRUE
"b0450_472598",TRUE,FALSE,FALSE,FALSE,TRUE
"b0451_472966",TRUE,FALSE,FALSE,FALSE,TRUE
"b0452_475161",TRUE,FALSE,FALSE,FALSE,TRUE
"b0453_475379",TRUE,FALSE,FALSE,FALSE,TRUE
"b0454_476371",FALSE,FALSE,FALSE,FALSE,TRUE
"b0456_476672",TRUE,FALSE,FALSE,TRUE,TRUE
"b0457_478617",TRUE,TRUE,FALSE,FALSE,TRUE
"b0458_479251",FALSE,FALSE,FALSE,FALSE,TRUE
"b0459_479918",TRUE,FALSE,FALSE,FALSE,TRUE
"b0460_480308",TRUE,FALSE,FALSE,FALSE,TRUE
"b0461_480708",TRUE,FALSE,FALSE,FALSE,TRUE
"b0462_484403",TRUE,FALSE,FALSE,FALSE,TRUE
"b0463_485619",TRUE,FALSE,FALSE,FALSE,TRUE
"b0464_485761",FALSE,FALSE,FALSE,FALSE,TRUE
"b0465_486536",FALSE,FALSE,FALSE,FALSE,FALSE
"b0466_490271",FALSE,FALSE,FALSE,FALSE,TRUE
"b0467_490812",TRUE,FALSE,FALSE,FALSE,TRUE
"b0468_490882",TRUE,TRUE,FALSE,FALSE,TRUE
"b0469_491412",FALSE,FALSE,FALSE,TRUE,TRUE
"b0470_492092",TRUE,TRUE,FALSE,TRUE,TRUE
"b0471_494076",TRUE,TRUE,FALSE,TRUE,TRUE
"b0472_494405",FALSE,FALSE,FALSE,FALSE,FALSE
"b0473_495120",TRUE,FALSE,FALSE,TRUE,TRUE
"b0474_497175",TRUE,TRUE,TRUE,TRUE,TRUE
"b0475_498055",TRUE,FALSE,FALSE,TRUE,TRUE
"b0476_499973",TRUE,FALSE,FALSE,FALSE,TRUE
"b0477_500125",FALSE,FALSE,FALSE,FALSE,FALSE
"b0478_503238",TRUE,FALSE,FALSE,FALSE,TRUE
"b0479_504696",TRUE,FALSE,FALSE,FALSE,TRUE
"b0480_504914",TRUE,TRUE,FALSE,FALSE,TRUE
"b0481_507082",FALSE,FALSE,FALSE,FALSE,FALSE
"b0482_508080",TRUE,FALSE,FALSE,FALSE,TRUE
"b0483_508218",TRUE,FALSE,FALSE,FALSE,TRUE
"b0484_511379",TRUE,TRUE,FALSE,FALSE,TRUE
"b0485_511641",TRUE,FALSE,FALSE,FALSE,TRUE
"b0486_512576",TRUE,FALSE,FALSE,FALSE,TRUE
"b0487_513993",TRUE,FALSE,FALSE,TRUE,TRUE
"b0488_514859",TRUE,FALSE,FALSE,FALSE,TRUE
"b0489_515773",TRUE,FALSE,FALSE,FALSE,TRUE
"b0490_515919",TRUE,FALSE,FALSE,TRUE,TRUE
"b0491_516583",FALSE,FALSE,FALSE,FALSE,TRUE
"b0492_518279",TRUE,FALSE,FALSE,FALSE,TRUE
"b0493_519149",FALSE,TRUE,FALSE,FALSE,TRUE
"b0494_519765",FALSE,FALSE,FALSE,FALSE,FALSE
"b0495_519733",FALSE,FALSE,FALSE,FALSE,TRUE
"b0496_520416",TRUE,TRUE,FALSE,FALSE,TRUE
"b0497_523261",TRUE,FALSE,FALSE,FALSE,TRUE
"b0498_527581",TRUE,FALSE,FALSE,TRUE,TRUE
"b0499_527952",FALSE,FALSE,FALSE,FALSE,TRUE
"b0501_528640",TRUE,TRUE,FALSE,FALSE,TRUE
"b4632_529500",FALSE,FALSE,FALSE,FALSE,TRUE
"b0502_530016",TRUE,FALSE,FALSE,FALSE,TRUE
"b0502_529660",FALSE,FALSE,FALSE,FALSE,TRUE
"b0503_531226",FALSE,FALSE,FALSE,FALSE,TRUE
"b0504_532221",TRUE,TRUE,FALSE,FALSE,TRUE
"b0505_532451",TRUE,FALSE,FALSE,FALSE,TRUE
"b0506_533011",FALSE,FALSE,FALSE,FALSE,TRUE
"b0507_533916",TRUE,FALSE,FALSE,FALSE,TRUE
"b0508_535710",FALSE,FALSE,FALSE,FALSE,TRUE
"b0509_536586",TRUE,FALSE,FALSE,FALSE,TRUE
"b0511_537633",TRUE,FALSE,FALSE,FALSE,TRUE
"b0512_539147",TRUE,FALSE,FALSE,FALSE,TRUE
"b0513_540565",FALSE,FALSE,FALSE,FALSE,TRUE
"b0514_541888",TRUE,TRUE,FALSE,FALSE,TRUE
"b0515_544046",TRUE,FALSE,FALSE,FALSE,TRUE
"b0516_545292",TRUE,FALSE,FALSE,FALSE,TRUE
"b0517_546363",TRUE,FALSE,FALSE,FALSE,TRUE
"b0518_546680",FALSE,TRUE,FALSE,FALSE,TRUE
"b4572_548357",TRUE,TRUE,FALSE,FALSE,TRUE
"b0520_549627",FALSE,FALSE,FALSE,FALSE,TRUE
"b0521_550439",FALSE,TRUE,FALSE,FALSE,TRUE
"b0522_552594",FALSE,FALSE,FALSE,FALSE,FALSE
"b0523_553100",FALSE,FALSE,FALSE,FALSE,TRUE
"b0524_553940",FALSE,TRUE,FALSE,FALSE,TRUE
"b0525_554437",TRUE,FALSE,FALSE,FALSE,TRUE
"b0526_554611",FALSE,FALSE,FALSE,TRUE,TRUE
"b0527_556553",FALSE,FALSE,FALSE,FALSE,FALSE
"b0528_556873",FALSE,FALSE,FALSE,FALSE,TRUE
"b0529_557741",TRUE,TRUE,FALSE,FALSE,TRUE
"b0530_558212",TRUE,FALSE,FALSE,FALSE,TRUE
"b0531_558974",TRUE,TRUE,FALSE,FALSE,TRUE
"b0532_559697",FALSE,FALSE,FALSE,FALSE,TRUE
"b0533_562336",FALSE,TRUE,FALSE,FALSE,TRUE
"b0534_563330",TRUE,FALSE,FALSE,FALSE,TRUE
"b0535_564480",FALSE,FALSE,FALSE,FALSE,TRUE
"b0537_565978",FALSE,FALSE,FALSE,FALSE,FALSE
"b4633_566079",FALSE,FALSE,FALSE,FALSE,FALSE
"b0539_566376",FALSE,FALSE,FALSE,FALSE,FALSE
"b4508_566376",FALSE,FALSE,FALSE,FALSE,FALSE
"b0542_566684",TRUE,FALSE,FALSE,FALSE,TRUE
"b0542_568035",FALSE,TRUE,TRUE,FALSE,TRUE
"b0540_566842",FALSE,FALSE,FALSE,FALSE,FALSE
"b0541_567138",FALSE,FALSE,FALSE,FALSE,FALSE
"b0543_568315",TRUE,FALSE,FALSE,TRUE,TRUE
"b0544_568902",TRUE,FALSE,FALSE,FALSE,TRUE
"b0545_570893",FALSE,TRUE,FALSE,FALSE,TRUE
"b0546_571454",FALSE,FALSE,FALSE,FALSE,TRUE
"b4588_572368",FALSE,FALSE,FALSE,FALSE,FALSE
"b0547_572466",FALSE,TRUE,FALSE,FALSE,TRUE
"b0548_572921",FALSE,FALSE,FALSE,FALSE,TRUE
"b0549_573084",TRUE,FALSE,FALSE,FALSE,TRUE
"b0550_573371",TRUE,FALSE,FALSE,FALSE,TRUE
"b4509_573730",TRUE,TRUE,FALSE,FALSE,TRUE
"b0551_573956",TRUE,FALSE,FALSE,FALSE,TRUE
"b0553_576825",TRUE,FALSE,FALSE,FALSE,TRUE
"b0553_574586",FALSE,FALSE,FALSE,FALSE,TRUE
"b0552_575753",FALSE,FALSE,FALSE,FALSE,FALSE
"b0554_577398",FALSE,FALSE,FALSE,FALSE,TRUE
"b0555_577613",FALSE,FALSE,FALSE,FALSE,TRUE
"b0556_578107",TRUE,TRUE,FALSE,FALSE,TRUE
"b4510_578327",FALSE,FALSE,FALSE,FALSE,FALSE
"b0557_578893",FALSE,TRUE,FALSE,FALSE,TRUE
"b0558_579594",TRUE,FALSE,FALSE,FALSE,TRUE
"b0559_579880",TRUE,FALSE,FALSE,TRUE,TRUE
"b4589_580445",FALSE,FALSE,FALSE,FALSE,TRUE
"b0560_580834",FALSE,FALSE,FALSE,FALSE,FALSE
"b4634_581354",FALSE,FALSE,FALSE,FALSE,FALSE
"b0561_581660",FALSE,FALSE,FALSE,FALSE,TRUE
"b0562_582806",FALSE,FALSE,FALSE,FALSE,FALSE
"b0562_582804",FALSE,FALSE,FALSE,FALSE,FALSE
"b0563_582953",FALSE,FALSE,FALSE,FALSE,TRUE
"b0564_583681",TRUE,FALSE,FALSE,FALSE,TRUE
"b0565_585633",TRUE,FALSE,FALSE,FALSE,TRUE
"b0566_586908",TRUE,FALSE,FALSE,FALSE,TRUE
"b0567_587981",TRUE,TRUE,FALSE,FALSE,TRUE
"b0568_590954",TRUE,FALSE,FALSE,FALSE,TRUE
"b0569_593178",FALSE,FALSE,FALSE,FALSE,TRUE
"b0570_594770",FALSE,FALSE,FALSE,FALSE,FALSE
"b0571_595443",TRUE,FALSE,FALSE,FALSE,TRUE
"b0572_595600",FALSE,FALSE,FALSE,FALSE,FALSE
"b0573_597131",TRUE,FALSE,FALSE,FALSE,TRUE
"b0574_597479",FALSE,FALSE,FALSE,FALSE,TRUE
"b0575_598714",FALSE,FALSE,FALSE,FALSE,TRUE
"b0576_601959",TRUE,FALSE,FALSE,TRUE,TRUE
"b0577_604663",TRUE,FALSE,FALSE,FALSE,TRUE
"b0578_605424",TRUE,FALSE,FALSE,FALSE,TRUE
"b0579_605886",FALSE,FALSE,FALSE,FALSE,TRUE
"b0580_606199",FALSE,FALSE,FALSE,FALSE,TRUE
"b0581_607383",TRUE,TRUE,FALSE,FALSE,TRUE
"b4415_607836",FALSE,FALSE,FALSE,FALSE,TRUE
"b0582_608065",FALSE,FALSE,FALSE,FALSE,FALSE
"b0583_610079",FALSE,FALSE,FALSE,FALSE,TRUE
"b0584_612494",TRUE,FALSE,FALSE,FALSE,TRUE
"b0585_612737",FALSE,FALSE,FALSE,FALSE,TRUE
"b4511_613942",TRUE,FALSE,FALSE,TRUE,TRUE
"b0586_614157",TRUE,FALSE,FALSE,TRUE,TRUE
"b0587_618254",TRUE,FALSE,FALSE,FALSE,TRUE
"b0588_620199",FALSE,FALSE,FALSE,FALSE,TRUE
"b0589_621188",FALSE,FALSE,FALSE,FALSE,FALSE
"b0590_622189",TRUE,FALSE,FALSE,FALSE,TRUE
"b0591_622300",TRUE,TRUE,FALSE,TRUE,TRUE
"b0592_624510",TRUE,FALSE,FALSE,FALSE,TRUE
"b0593_624885",TRUE,FALSE,FALSE,TRUE,TRUE
"b0594_626070",TRUE,TRUE,FALSE,FALSE,TRUE
"b0595_627694",TRUE,FALSE,FALSE,TRUE,TRUE
"b0596_628551",TRUE,FALSE,FALSE,FALSE,TRUE
"b0597_629300",FALSE,FALSE,FALSE,FALSE,TRUE
"b0598_629894",TRUE,FALSE,FALSE,FALSE,TRUE
"b4512_632182",TRUE,FALSE,FALSE,TRUE,TRUE
"b0599_633477",FALSE,FALSE,FALSE,FALSE,TRUE
"b0600_633586",TRUE,FALSE,FALSE,FALSE,TRUE
"b0601_635376",TRUE,TRUE,FALSE,FALSE,TRUE
"b0602_636569",FALSE,FALSE,FALSE,FALSE,TRUE
"b0603_637618",TRUE,FALSE,FALSE,FALSE,TRUE
"b0604_638573",TRUE,FALSE,FALSE,FALSE,TRUE
"b0605_638945",TRUE,FALSE,FALSE,TRUE,TRUE
"b0606_639753",TRUE,FALSE,FALSE,TRUE,TRUE
"b0607_641867",TRUE,FALSE,FALSE,FALSE,TRUE
"b0608_642088",FALSE,FALSE,FALSE,FALSE,TRUE
"b0610_643967",TRUE,FALSE,FALSE,FALSE,TRUE
"b0611_645003",FALSE,FALSE,FALSE,FALSE,FALSE
"b0612_646580",TRUE,FALSE,FALSE,FALSE,TRUE
"b0613_647509",TRUE,TRUE,FALSE,FALSE,TRUE
"b0614_648035",FALSE,FALSE,FALSE,FALSE,FALSE
"b0615_649571",TRUE,TRUE,FALSE,FALSE,TRUE
"b0616_650490",FALSE,FALSE,FALSE,FALSE,TRUE
"b0617_650783",TRUE,FALSE,FALSE,FALSE,TRUE
"b0618_651856",TRUE,FALSE,FALSE,FALSE,TRUE
"b0619_652235",TRUE,FALSE,FALSE,FALSE,TRUE
"b0620_653862",FALSE,FALSE,FALSE,FALSE,FALSE
"b0621_655968",TRUE,TRUE,FALSE,FALSE,TRUE
"b0622_656557",FALSE,TRUE,FALSE,FALSE,TRUE
"b0623_657292",TRUE,FALSE,FALSE,TRUE,TRUE
"b0624_657938",TRUE,FALSE,FALSE,FALSE,TRUE
"b4581_658031",TRUE,FALSE,FALSE,FALSE,TRUE
"b4581_658225",FALSE,FALSE,FALSE,FALSE,TRUE
"b0627_658947",TRUE,TRUE,FALSE,TRUE,TRUE
"b0628_660216",TRUE,FALSE,FALSE,FALSE,TRUE
"b0629_661378",TRUE,FALSE,FALSE,FALSE,TRUE
"b0630_662278",FALSE,FALSE,FALSE,FALSE,TRUE
"b0631_662642",TRUE,FALSE,FALSE,FALSE,TRUE
"b0632_663963",TRUE,FALSE,FALSE,FALSE,TRUE
"b0633_665190",TRUE,FALSE,FALSE,FALSE,TRUE
"b0634_666313",FALSE,FALSE,FALSE,FALSE,TRUE
"b0635_668217",TRUE,FALSE,FALSE,FALSE,TRUE
"b0636_668715",TRUE,FALSE,FALSE,FALSE,TRUE
"b0637_669036",FALSE,FALSE,FALSE,FALSE,TRUE
"b0638_669907",FALSE,TRUE,FALSE,FALSE,TRUE
"b0639_670572",FALSE,FALSE,FALSE,FALSE,TRUE
"b0640_671605",FALSE,FALSE,FALSE,FALSE,FALSE
"b0641_672186",TRUE,FALSE,FALSE,FALSE,TRUE
"b0642_674783",FALSE,TRUE,FALSE,FALSE,TRUE
"b0643_675018",TRUE,FALSE,FALSE,TRUE,TRUE
"b0644_676547",TRUE,FALSE,FALSE,FALSE,TRUE
"b0645_676711",TRUE,FALSE,FALSE,FALSE,TRUE
"b0646_677415",TRUE,FALSE,FALSE,FALSE,TRUE
"b0647_679406",FALSE,FALSE,FALSE,FALSE,TRUE
"b0648_679508",TRUE,FALSE,FALSE,FALSE,TRUE
"b0649_680212",TRUE,FALSE,FALSE,FALSE,TRUE
"b0650_683393",FALSE,FALSE,FALSE,FALSE,TRUE
"b0651_684412",TRUE,FALSE,FALSE,FALSE,TRUE
"b0652_685255",FALSE,TRUE,FALSE,FALSE,TRUE
"b0653_685929",FALSE,FALSE,FALSE,FALSE,TRUE
"b0654_686669",TRUE,FALSE,FALSE,FALSE,TRUE
"b0655_687747",TRUE,FALSE,FALSE,FALSE,TRUE
"b0656_689013",FALSE,FALSE,FALSE,FALSE,FALSE
"b0657_690881",TRUE,FALSE,FALSE,FALSE,TRUE
"b0658_691784",FALSE,FALSE,FALSE,FALSE,TRUE
"b0659_692341",TRUE,FALSE,FALSE,FALSE,TRUE
"b0660_693378",FALSE,FALSE,FALSE,FALSE,TRUE
"b0661_694955",TRUE,FALSE,FALSE,FALSE,TRUE
"b0662_695101",TRUE,FALSE,FALSE,FALSE,TRUE
"b0674_699177",TRUE,FALSE,FALSE,FALSE,TRUE
"b0675_700326",TRUE,FALSE,FALSE,FALSE,TRUE
"b0676_701594",FALSE,FALSE,FALSE,FALSE,TRUE
"b0677_702751",TRUE,TRUE,FALSE,FALSE,TRUE
"b0678_703611",TRUE,TRUE,FALSE,FALSE,TRUE
"b0679_703944",TRUE,FALSE,FALSE,TRUE,TRUE
"b0680_706093",TRUE,FALSE,FALSE,TRUE,TRUE
"b0681_708334",TRUE,FALSE,FALSE,FALSE,TRUE
"b0682_709790",TRUE,FALSE,FALSE,FALSE,TRUE
"b0683_710646",FALSE,TRUE,FALSE,FALSE,TRUE
"b4637_710725",FALSE,FALSE,FALSE,FALSE,FALSE
"b0684_711465",TRUE,FALSE,FALSE,FALSE,TRUE
"b0685_711898",FALSE,FALSE,FALSE,FALSE,TRUE
"b0686_712802",FALSE,FALSE,FALSE,FALSE,TRUE
"b0687_712987",TRUE,FALSE,FALSE,TRUE,TRUE
"b0688_713558",TRUE,FALSE,FALSE,TRUE,TRUE
"b0689_715412",TRUE,TRUE,FALSE,FALSE,TRUE
"b0691_716597",TRUE,FALSE,FALSE,FALSE,TRUE
"b4636_716870",FALSE,TRUE,FALSE,FALSE,TRUE
"b0692_718265",TRUE,TRUE,FALSE,FALSE,TRUE
"b0693_720460",TRUE,FALSE,FALSE,FALSE,TRUE
"b4590_720583",FALSE,TRUE,FALSE,FALSE,TRUE
"b0694_721733",TRUE,FALSE,FALSE,FALSE,TRUE
"b0695_724414",FALSE,FALSE,FALSE,FALSE,TRUE
"b0696_724979",FALSE,TRUE,FALSE,FALSE,TRUE
"b0697_727036",TRUE,FALSE,FALSE,FALSE,TRUE
"b0698_728732",FALSE,FALSE,FALSE,FALSE,FALSE
"b4513_728821",TRUE,FALSE,FALSE,FALSE,TRUE
"b0699_729134",TRUE,FALSE,FALSE,TRUE,TRUE
"b0700_729583",TRUE,TRUE,FALSE,FALSE,TRUE
"b0702_733776",TRUE,FALSE,FALSE,FALSE,TRUE
"b0703_734133",FALSE,FALSE,FALSE,FALSE,TRUE
"b0704_735650",TRUE,FALSE,FALSE,TRUE,TRUE
"b4514_736445",FALSE,FALSE,FALSE,FALSE,TRUE
"b0705_736825",FALSE,FALSE,FALSE,FALSE,TRUE
"b0706_738092",FALSE,FALSE,FALSE,FALSE,TRUE
"b0707_739001",TRUE,FALSE,FALSE,FALSE,TRUE
"b0708_739507",TRUE,FALSE,FALSE,FALSE,TRUE
"b0709_742556",FALSE,FALSE,FALSE,FALSE,TRUE
"b0710_742827",TRUE,FALSE,FALSE,TRUE,TRUE
"b0711_743593",TRUE,FALSE,FALSE,FALSE,TRUE
"b0712_744243",TRUE,TRUE,FALSE,TRUE,TRUE
"b0713_745165",TRUE,FALSE,FALSE,FALSE,TRUE
"b0714_745935",TRUE,FALSE,FALSE,FALSE,TRUE
"b0715_747769",FALSE,FALSE,FALSE,FALSE,TRUE
"b0716_748982",TRUE,FALSE,FALSE,FALSE,TRUE
"b0717_749707",TRUE,FALSE,FALSE,FALSE,TRUE
"b0718_752169",TRUE,FALSE,FALSE,FALSE,TRUE
"b0719_752795",TRUE,FALSE,FALSE,FALSE,TRUE
"b0720_754468",TRUE,FALSE,FALSE,FALSE,TRUE
"b0721_755177",TRUE,FALSE,FALSE,TRUE,TRUE
"b0722_755560",FALSE,TRUE,FALSE,TRUE,TRUE
"b0723_755907",TRUE,FALSE,FALSE,FALSE,TRUE
"b0724_757689",TRUE,TRUE,FALSE,FALSE,TRUE
"b0726_758706",TRUE,FALSE,FALSE,TRUE,TRUE
"b0727_761522",TRUE,FALSE,FALSE,TRUE,TRUE
"b0728_763014",TRUE,FALSE,FALSE,TRUE,TRUE
"b0729_764180",TRUE,TRUE,TRUE,TRUE,TRUE
"b0730_765875",TRUE,TRUE,FALSE,FALSE,TRUE
"b0731_765984",FALSE,TRUE,FALSE,FALSE,TRUE
"b0732_767978",TRUE,FALSE,FALSE,FALSE,TRUE
"b0733_771458",TRUE,FALSE,FALSE,TRUE,TRUE
"b0734_773042",TRUE,FALSE,FALSE,TRUE,TRUE
"b4515_774196",TRUE,FALSE,FALSE,TRUE,TRUE
"b0735_774309",FALSE,FALSE,FALSE,FALSE,TRUE
"b0736_774752",TRUE,TRUE,FALSE,TRUE,TRUE
"b0737_775153",FALSE,FALSE,FALSE,TRUE,TRUE
"b0738_775849",TRUE,FALSE,FALSE,TRUE,TRUE
"b0739_776342",TRUE,FALSE,FALSE,TRUE,TRUE
"b0740_777740",TRUE,FALSE,FALSE,TRUE,TRUE
"b0741_779067",TRUE,FALSE,FALSE,TRUE,TRUE
"b0742_779598",TRUE,FALSE,FALSE,TRUE,TRUE
"b0750_782085",TRUE,FALSE,FALSE,FALSE,TRUE
"b0751_783166",TRUE,FALSE,FALSE,TRUE,TRUE
"b0752_784823",TRUE,FALSE,FALSE,FALSE,TRUE
"b0753_785317",TRUE,FALSE,FALSE,FALSE,TRUE
"b0754_785633",TRUE,FALSE,FALSE,TRUE,TRUE
"b0755_787595",TRUE,TRUE,FALSE,FALSE,TRUE
"b0756_788837",TRUE,FALSE,FALSE,FALSE,TRUE
"b0757_789979",TRUE,TRUE,FALSE,FALSE,TRUE
"b0758_791029",TRUE,FALSE,FALSE,FALSE,TRUE
"b0759_792055",TRUE,FALSE,FALSE,FALSE,TRUE
"b0760_793788",TRUE,FALSE,FALSE,FALSE,TRUE
"b0761_794644",FALSE,FALSE,FALSE,FALSE,TRUE
"b0762_794773",TRUE,FALSE,TRUE,TRUE,TRUE
"b0763_795089",TRUE,FALSE,FALSE,TRUE,TRUE
"b0764_795862",FALSE,FALSE,FALSE,FALSE,FALSE
"b0765_796554",FALSE,FALSE,FALSE,FALSE,FALSE
"b0766_798431",TRUE,FALSE,FALSE,FALSE,TRUE
"b0767_798586",TRUE,TRUE,TRUE,TRUE,TRUE
"b0768_800575",TRUE,TRUE,FALSE,FALSE,TRUE
"b0769_800759",FALSE,FALSE,FALSE,FALSE,TRUE
"b0770_801887",TRUE,FALSE,FALSE,FALSE,TRUE
"b0771_803503",TRUE,FALSE,FALSE,FALSE,TRUE
"b0772_807281",TRUE,FALSE,FALSE,FALSE,TRUE
"b0773_807909",TRUE,FALSE,FALSE,FALSE,TRUE
"b0774_809257",FALSE,FALSE,FALSE,FALSE,TRUE
"b0775_809344",TRUE,FALSE,FALSE,FALSE,TRUE
"b0776_810381",FALSE,FALSE,FALSE,FALSE,FALSE
"b0777_811522",FALSE,FALSE,FALSE,FALSE,FALSE
"b0778_812270",TRUE,TRUE,FALSE,FALSE,TRUE
"b0779_813526",TRUE,FALSE,FALSE,TRUE,TRUE
"b0780_816647",FALSE,FALSE,FALSE,FALSE,TRUE
"b0781_817044",TRUE,FALSE,FALSE,FALSE,TRUE
"b0782_818055",TRUE,TRUE,TRUE,TRUE,TRUE
"b0783_818570",TRUE,FALSE,FALSE,FALSE,TRUE
"b0784_819048",TRUE,TRUE,FALSE,FALSE,TRUE
"b0785_819295",FALSE,FALSE,FALSE,FALSE,TRUE
"b0786_819884",TRUE,FALSE,FALSE,TRUE,TRUE
"b0787_820793",TRUE,FALSE,FALSE,FALSE,TRUE
"b0788_822498",FALSE,FALSE,FALSE,FALSE,TRUE
"b0789_823739",TRUE,FALSE,FALSE,FALSE,TRUE
"b0790_824497",FALSE,TRUE,FALSE,FALSE,TRUE
"b0791_824630",TRUE,FALSE,FALSE,TRUE,TRUE
"b0792_826108",TRUE,TRUE,FALSE,FALSE,TRUE
"b0793_827252",TRUE,FALSE,FALSE,FALSE,TRUE
"b0794_828981",FALSE,FALSE,FALSE,FALSE,TRUE
"b0795_829972",TRUE,FALSE,FALSE,FALSE,TRUE
"b0796_830643",FALSE,FALSE,FALSE,FALSE,TRUE
"b0797_830872",FALSE,FALSE,FALSE,TRUE,FALSE
"b0798_832950",FALSE,TRUE,FALSE,FALSE,TRUE
"b0799_833070",FALSE,FALSE,FALSE,FALSE,FALSE
"b0800_835248",TRUE,FALSE,FALSE,TRUE,TRUE
"b0801_836351",TRUE,FALSE,FALSE,TRUE,TRUE
"b0802_837925",TRUE,FALSE,FALSE,FALSE,TRUE
"b0803_838456",TRUE,FALSE,FALSE,FALSE,TRUE
"b0804_839207",FALSE,TRUE,FALSE,FALSE,TRUE
"b0805_841531",TRUE,FALSE,FALSE,FALSE,TRUE
"b0806_842056",FALSE,FALSE,FALSE,FALSE,TRUE
"b0807_842332",FALSE,FALSE,FALSE,TRUE,TRUE
"b0808_845480",TRUE,TRUE,FALSE,FALSE,TRUE
"b0809_846463",FALSE,FALSE,FALSE,FALSE,TRUE
"b0810_847119",TRUE,FALSE,FALSE,FALSE,TRUE
"b0811_848004",TRUE,FALSE,FALSE,FALSE,TRUE
"b0812_848911",TRUE,TRUE,FALSE,FALSE,TRUE
"b0813_850097",TRUE,FALSE,FALSE,FALSE,TRUE
"b0814_850450",TRUE,FALSE,FALSE,TRUE,TRUE
"b0815_852597",FALSE,FALSE,FALSE,FALSE,TRUE
"b4705_852997",TRUE,FALSE,FALSE,FALSE,TRUE
"b0817_853183",TRUE,TRUE,FALSE,TRUE,TRUE
"b0818_853647",FALSE,FALSE,FALSE,FALSE,FALSE
"b0819_855744",FALSE,FALSE,FALSE,FALSE,TRUE
"b0820_855963",TRUE,FALSE,FALSE,TRUE,TRUE
"b0821_859061",TRUE,FALSE,FALSE,FALSE,TRUE
"b0822_860028",TRUE,FALSE,FALSE,FALSE,TRUE
"b0823_862606",TRUE,FALSE,FALSE,FALSE,TRUE
"b0824_863511",TRUE,FALSE,FALSE,FALSE,TRUE
"b0825_863642",TRUE,FALSE,FALSE,FALSE,TRUE
"b0826_865129",FALSE,FALSE,FALSE,FALSE,TRUE
"b0827_866364",TRUE,FALSE,FALSE,FALSE,TRUE
"b0828_866568",FALSE,TRUE,FALSE,FALSE,TRUE
"b0829_867520",FALSE,FALSE,FALSE,FALSE,TRUE
"b0830_869411",TRUE,FALSE,FALSE,FALSE,TRUE
"b0831_870967",TRUE,FALSE,FALSE,FALSE,TRUE
"b0832_871890",TRUE,TRUE,FALSE,FALSE,TRUE
"b0833_872979",TRUE,FALSE,FALSE,FALSE,TRUE
"b0834_875335",TRUE,FALSE,FALSE,FALSE,TRUE
"b0835_878035",TRUE,FALSE,FALSE,FALSE,TRUE
"b0836_878248",TRUE,TRUE,FALSE,FALSE,TRUE
"b0837_878742",TRUE,FALSE,FALSE,FALSE,TRUE
"b0838_880480",TRUE,TRUE,FALSE,FALSE,TRUE
"b0839_880727",FALSE,FALSE,FALSE,TRUE,TRUE
"b0840_882734",TRUE,FALSE,FALSE,FALSE,TRUE
"b0841_883388",TRUE,TRUE,FALSE,FALSE,TRUE
"b0842_883673",TRUE,FALSE,FALSE,TRUE,TRUE
"b0843_885230",TRUE,FALSE,FALSE,FALSE,TRUE
"b0844_886131",TRUE,TRUE,FALSE,FALSE,TRUE
"b0845_887339",FALSE,TRUE,FALSE,FALSE,TRUE
"b0846_887423",TRUE,TRUE,FALSE,FALSE,TRUE
"b0847_889819",FALSE,TRUE,FALSE,FALSE,TRUE
