"","gene","01_no_PNA","02_PNA15_5nM","03_PNA15_0.5nM","07_no_PNA","08_PNA15_5nM","09_PNA15_0.5nM","13_no_PNA","14_PNA15_5nM","15_PNA15_0.5nM","74_PNA15_16nM","75_PNA15_63nM","76_PNA15_250nM","77_PNA15_1000nM","78_PNA14_1000nM","79_no_PNA","80_PNA15_16nM","81_PNA15_63nM","82_PNA15_250nM","83_PNA15_1000nM","84_PNA14_1000nM","85_no_PNA","86_PNA15_16nM","87_PNA15_63nM","88_PNA15_250nM","89_PNA15_1000nM","90_PNA14_1000nM"
"b4412_hokC_16903_-1","hokC","63.0871948475063","22.1586972011255","38.5790605222425","17.2766574551998","19.6388198686851","14.9485267098733","22.2294721280844","15.2021007669672","15.950407248573","15.1326008311756","6.7434457416259","12.8354600063359","14.5092729187854","13.6731325085731","6.86344022424708","14.8821138857579","16.2236058196905","18.9457127440799","15.5196495968525","13.7592463207201","11.3351365279075","10.280475033159","16.1168915433587","19.3884800629435","19.564296179724","14.3582850628"
"b0019_nhaA_17489_1","nhaA","141.911061906417","141.188159157614","123.784347565232","149.177292257398","129.616211133321","184.133402651075","130.438454268817","116.21895876196","128.693037365816","67.6877145286369","92.8026580633278","95.1594448745595","96.2888111883032","112.685471363757","116.535495474195","109.295524558845","93.850479235425","107.780054721877","110.989009238097","120.212362591555","103.453077043437","106.402916593196","95.4119979366835","100.200968392523","108.871685222353","107.331734875386"
"b0020_nhaR_18715_1","nhaR","263.027235533478","309.045192822777","289.342953916819","291.045229437597","235.478802044519","228.515462572637","230.59883443214","276.171497266571","333.868772842801","386.290310406632","232.00664515832","328.189434299934","307.82741522014","247.059359810079","255.806136691209","336.04773290421","361.02657001286","321.656100810602","427.730948737496","226.122350718151","259.11164203935","345.423961114142","369.882660920082","351.925352403009","369.185514947013","288.302991161964"
"b0023_rpsT_21078_-1","rpsT","51.5657026927279","43.6310630730126","60.2354043123358","58.5855884217994","85.101552764302","58.9829464753916","88.0235994037366","82.0693121115259","58.8480863705115","85.4787452355596","83.9719553064368","69.7098258964796","81.6146601681679","79.6813584120293","59.4831486101414","67.209546580842","79.0644081086184","75.7828509763197","63.9597680355134","81.1071362063503","57.6335815010506","76.0755152453766","70.2696471290439","70.7109272883823","55.6133233997709","53.1683031038336"
"b0025_ribF_21407_1","ribF","30.4898024095966","38.1404124391054","33.1353894056071","36.6575231901996","34.9758030042296","30.3605736278047","35.5160531701579","37.6747714659622","36.6562154159752","53.1685975149414","55.3925900204984","42.0471965724798","39.73562242531","32.8469505091009","43.4684547535649","36.0051142397368","41.2777818956683","46.7327581020638","35.7422233139634","40.9156535326678","43.7440480091077","41.2932413831887","40.4533977738303","40.8950293764607","40.5777994838719","44.0699838561187"
"b0026_ileS_22391_1","ileS","184.484380478342","158.836679052315","157.038077647288","170.330122859598","201.064108179395","192.245006292092","159.055705744052","182.315049053121","143.850877794584","221.67215271614","256.090379949841","188.548481472383","213.846897450735","191.423855120023","179.307375858455","165.143457312926","190.165303658651","213.455030249967","197.052520638824","210.91476267946","192.378021353923","195.843049381679","212.742968372335","194.699442648887","163.760405059912","182.392868669033"
"b0027_lspA_25207_1","lspA","3.51265004718855","5.39260330115886","4.26026435214948","4.76215558059995","6.54627328956169","3.24464145640661","4.85471230383453","5.06736692232241","4.26004665645117","7.77079502141451","4.97730519024769","7.52423517612796","8.24390506749171","4.55771083619103","2.85976676010295","6.7209546580842","7.59839766238671","5.47320590384531","7.05438618038751","4.52606786865794","3.99124525630545","4.96889626602685","4.83506746300761","5.05078052059874","5.43452671658999","4.83348210034851"
"b0028_fkpB_25826_1","fkpB","42.1518005662626","41.474021752549","30.4135538472894","44.4098694841995","27.6813841958609","39.2833376329229","27.339695605805","24.2352331067593","30.9101059723899","23.9258688817236","17.8219637457256","40.7193903649278","26.5453743173233","24.2030161646006","27.4537608969883","23.0432731134315","17.2504163146077","33.2602512618292","29.1581295456017","21.7251257695581","32.0896118606958","23.987775077371","24.8200129767724","28.349542276909","38.4039887972359","34.4030196554217"
"b0029_ispH_26277_1","ispH","8.43036011325251","10.000827940331","9.82227614523353","13.1789886997999","9.53885536478989","10.7768448373505","12.5200475204154","10.7956947475564","11.1950063297438","13.496643984562","13.4868914832518","12.6141589717439","10.0575641823399","11.1585334265367","11.7250437164221","17.442477565028","15.1967953247734","16.4196177115359","11.5221640946329","11.948819173257","8.9403893741242","12.6792525408961","12.893513234687","13.848914330674","12.137109667051","12.2258664891168"
"b0030_rihC_27293_1","rihC","79.5263970683487","91.5762087869522","63.9039652822423","87.0477741011991","57.4201685684411","79.493715681962","75.2480407094352","77.2222654901741","85.1018622765478","67.4832199228102","76.4257184050935","86.5287045254716","72.2166083912274","77.1667593299929","87.0798978451349","79.3712740573753","83.7877363852372","90.097389494069","77.1279555722367","61.3734802990017","87.0091465874587","81.3870940125088","72.203674114247","76.902206636213","78.0760338283428","86.1497103767998"
"b0031_dapB_28374_1","dapB","58.3099907833299","63.0444349571844","55.6201179308405","67.8884039745993","50.6868588991777","60.1417469955368","59.2785923415584","63.7827271309712","61.1267159774505","60.3259087188758","63.0993851537852","68.1607186543357","70.0731930736795","58.7787535426015","64.4877404403216","60.0085237328947","58.7335603092594","65.6784708461438","63.2543294174746","55.2180279976269","69.9266168904714","64.7669927089017","61.0830189493295","64.0308627288808","68.2938857384809","69.3746842638256"
"b0032_carA_29651_1","carA","111.421259496821","93.9293447729124","97.3943767171951","83.7253399751991","98.3811357231271","73.3520729251923","103.609781010784","103.991182058095","102.142048902352","76.8899717908383","81.7241400592281","77.0127600380156","91.3424681478081","95.2404402321297","75.9268074807334","113.456115537659","101.243514798828","87.1502786227677","71.7195928339397","83.6417342127988","84.1354500029188","87.7267202829568","92.6721263743125","88.7959801202036","94.9230666497718","83.3064856118889"
"b0033_carB_30817_1","carB","17.2822382321676","15.2953839087415","14.674243879626","17.3874052593998","15.1499467558428","17.1502476981492","19.1633380414521","18.5069052815253","14.9596987238169","17.9955253127494","12.6841003235344","12.6141589717439","14.5092729187854","14.1446198364549","17.444577236628","14.7220911558035","14.7860711268066","15.9986018727786","14.108772360775","20.4578267663339","15.3263817842129","16.1060775519491","17.0839050359602","14.0118427345642","15.397825697005","17.770154780693"
