"","logFC","logCPM","F","PValue","FDR"
"b1094_acpP_1151615_1",-3.62808983896921,8.76268061644259,489.221677442482,0.000000000000000000869417658524456,0.00000000000000360721386521797
"b3612_gpmM_3785260_1",-2.08611309875067,7.49258982593146,229.786256530631,0.00000000000000380726883310355,0.00000000000789817919427331
"b2254_arnC_2367071_1",-1.67770350170585,5.79677010740952,116.228035835908,0.000000000014987468052806,0.0000000207276683170307
"b3101_yqjF_3250562_1",-1.61070284589251,6.46083330736897,107.238723139219,0.0000000000375671136855508,0.0000000389664886703376
"b3779_gpp_3964229_-1",-0.979823407129623,9.01827047338196,95.6793577019573,0.00000000013465321880521,0.000000111735240964564
"b3449_ugpQ_3588113_-1",-1.6158004238133,5.00382401878466,93.0213446367181,0.000000000183690240528707,0.000000127021801325601
"b2498_upp_2620872_-1",-0.708592482725254,5.28616433331012,32.2546002379576,0.00000413854600701439,0.00245297534044324
"b1957_yodC_2028370_-1",-0.647038499689265,8.87512927049661,29.3572049547929,0.00000846176288211093,0.00438848177473478
"b3788_rffG_3972522_1",-0.710321186686501,9.00732819895227,21.1116957773815,0.0000911532326323627,0.0420216402435192
"b2560_pgpC_2698550_-1",0.572413892135243,6.89532625226499,18.3078263592435,0.000193396994128545,0.0802404128639331
"b1503_ydeR_1588296_-1",0.731928573680117,5.13224943086488,17.6566536701298,0.00023833476533977,0.0898955401267915
"b1397_paaJ_1460893_1",0.533767951378115,5.73159625421711,17.3582766043947,0.000262568263861712,0.090782977230187
"b4590_ybfK_720583_1",-0.719089955700182,5.00069272495658,16.9261542521588,0.00030247764556832,0.0965369039586892
"b1750_ydjX_1833401_1",-0.452977567932269,9.59488387679092,16.3868113369888,0.00036167526772734,0.100039379053382
"b3868_glnG_4055278_-1",0.73420439729915,4.5527768151107,16.4726326933461,0.000351476968841303,0.100039379053382
"b1323_tyrR_1386720_1",-0.506587505348738,7.83675746603051,15.3396640531066,0.000515329334136745,0.133631337958335
"b3651_trmH_3824515_1",0.56123509223089,5.8017152061619,14.3738778381937,0.000720547499810345,0.175855975100772
"b4279_yjhB_4504058_1",0.404593442437281,8.63153198857785,14.0937558635296,0.000795415244325072,0.183343213816929
"b2481_hyfA_2601201_1",-0.316241017551004,9.60022048134727,13.7482405229878,0.000899498234398554,0.196422009185242
"b2648_pinH_2783304_-1",0.459408678621464,8.66331838134453,13.4474429128057,0.00100209844063814,0.207885321510382
"b0896_dmsC_944033_1",1.19354409619022,7.36203331605767,14.7866958771312,0.00108603586659733,0.214569657643445
"b1184_umuC_1231186_1",0.579947710029024,5.30435540978216,12.6075921575322,0.00136146067046995,0.252914918548638
"b1844_exoX_1926120_1",0.766839915662155,4.2187306438548,12.2844092727414,0.00153490302300615,0.252914918548638
"b2183_rsuA_2280483_-1",0.665281247340636,4.90734055534661,12.1985141779426,0.00158490910635444,0.252914918548638
"b2730_hypE_2853254_1",-0.561030534879714,8.56441624269365,12.573456200512,0.00145650039156431,0.252914918548638
"b3524_yhjG_3678350_-1",-0.463479607985179,8.06346111136613,12.3027429994302,0.00152445151662118,0.252914918548638
"b4526_ydaE_1418008_-1",0.55201822800771,6.76401864150785,11.9799659129346,0.00172024278196808,0.264343974162428
"b1857_znuA_1942583_-1",0.339601519850116,6.69856474018761,11.4869054419845,0.00207361960918936,0.286781591950889
"b3644_yicC_3816676_1",0.473912083345782,5.7098321982835,11.6326969855315,0.00196160666157112,0.286781591950889
"b4052_dnaB_4264314_1",0.612218626788964,5.82239135469104,11.49933148284,0.00206380849142737,0.286781591950889
"b0573_cusF_597131_1",-0.322982349634412,8.52119642412969,11.2280677243337,0.00228987042875282,0.297415964763632
"b2275_yfbP_2389116_1",0.702209548155302,4.03930552682914,11.2235204903562,0.0022938806633975,0.297415964763632
