"","logFC","logCPM","F","PValue","FDR"
"b0001_thrL_190_1",-0.0322580159495264,6.75938067558115,0.110195422792973,0.742358676356492,0.999939523917281
"b0002_thrA_337_1",-0.0560099460669964,8.15373739674934,0.54684348218861,0.465677760091537,0.999939523917281
"b0003_thrB_2801_1",0.00838626351344733,6.89186079781779,0.00761257682064022,0.931084872728094,0.999939523917281
"b0004_thrC_3734_1",-0.0627072642018729,6.71069655593045,0.464990600427648,0.500823270441856,0.999939523917281
"b0005_yaaX_5234_1",-0.158999589013267,8.31497326868612,4.04688750450125,0.0538249721652928,0.999939523917281
"b0006_yaaA_6459_-1",0.129945631787955,3.09549055774933,0.604345493577689,0.443351136558059,0.999939523917281
"b0007_yaaJ_7959_-1",0.131609109149413,5.60048679911095,1.51144661211653,0.229004642537325,0.999939523917281
"b0008_talB_8238_1",0.0445651562082187,6.52152285003784,0.148302612155422,0.703031189365236,0.999939523917281
"b0009_mog_9306_1",-0.324353556444217,7.50060072653535,7.09437974842286,0.0128983506114351,0.999939523917281
"b0010_satP_10494_-1",-0.0135442094744066,6.99507182790971,0.0242822293029095,0.877271027814795,0.999939523917281
"b0011_yaaW_11356_-1",-0.00373633038034999,6.02301708338042,0.00122909740969061,0.972278300548157,0.999939523917281
"b0014_dnaK_12163_1",-0.0919722183743774,9.38974858466233,1.88607211248946,0.180388770012692,0.999939523917281
"b0015_dnaJ_14168_1",0.1443920328698,6.24743577825078,1.5592545513826,0.221967563448033,0.999939523917281
"b0018_mokC_16960_-1",-0.161603611678199,6.29974925936258,0.376650098487105,0.546745553473673,0.999939523917281
"b4412_hokC_16903_-1",-0.325044156955633,4.2164575282077,1.21148845886332,0.284243878111558,0.999939523917281
"b0019_nhaA_17489_1",-0.0287516663431399,6.853787919791,0.0683483453330845,0.795643167509957,0.999939523917281
"b0020_nhaR_18715_1",0.0986114130535034,8.24332703556721,0.521218233704314,0.477481503654774,0.999939523917281
"b0023_rpsT_21078_-1",0.0431547509331511,6.11101673336812,0.0867752142938051,0.770653649909351,0.999939523917281
"b0025_ribF_21407_1",0.0240476040411934,5.31222259343872,0.0468321989412327,0.830216709425236,0.999939523917281
"b0026_ileS_22391_1",0.00510703995151114,7.56304498911335,0.00217576644709958,0.963124861970178,0.999939523917281
"b0027_lspA_25207_1",0.423666338118926,2.44983835240476,4.14894051764359,0.0510758056227112,0.999939523917281
"b0028_fkpB_25826_1",-0.166675801374152,4.91938467165536,1.31723581703403,0.260662862994692,0.999939523917281
"b0029_ispH_26277_1",-0.117970239738188,3.60895064423774,0.590671446438436,0.448502273155854,0.999939523917281
"b0030_rihC_27293_1",-0.101750242881115,6.29658150339731,1.26562284722364,0.270005474990101,0.999939523917281
"b0031_dapB_28374_1",-0.0787334508809665,5.97177512861836,0.963025972118157,0.334710164304233,0.999939523917281
"b0032_carA_29651_1",0.0407977781075781,6.50798689555081,0.123845881229771,0.727497461818962,0.999939523917281
"b0033_carB_30817_1",-0.105597378020715,4.02701692610606,0.641881407941421,0.429681001190039,0.999939523917281
"b0034_caiF_34300_1",-0.0813860835201532,9.52305954851593,1.14936974985302,0.29270501553045,0.999939523917281
"b0035_caiE_35371_-1",-0.0678820270582685,4.03547648199681,0.273392418297697,0.605119791128021,0.999939523917281
"b0036_caiD_36162_-1",-0.0368735515679255,9.42133742534417,0.212234693600575,0.648529015116557,0.999939523917281
"b0037_caiC_37824_-1",-0.0673120287014043,10.1128241804838,0.703651917700332,0.408562946038089,0.999939523917281
"b0038_caiB_39115_-1",0.0663333727946576,8.35682417176042,0.719673485362541,0.403343029810264,0.999939523917281
"b0039_caiA_40386_-1",0.103181378157502,7.50598534218074,2.0204418478648,0.166080090689207,0.999939523917281
"b0040_caiT_41931_-1",-0.0147378361558276,8.38190430089923,0.0268668641736887,0.870961760948854,0.999939523917281
"b0041_fixA_42403_1",-0.0210742207400278,7.95477653886341,0.0389296517568426,0.845006456328617,0.999939523917281
