"","logFC","logCPM","F","PValue","FDR"
"b4233_mpl_4455785_1",0.689582547838882,7.33489476706305,54.4902856445681,5.07668307418795e-08,0.000210631580748058
"b0155_clcA_175107_1",-0.561048566880549,5.53356915146726,17.8728501614499,0.000230075051686371,0.0668110911477122
"b1253_yciA_1312246_-1",-0.676156335318669,4.01668109761696,23.2044677956953,4.64310369425656e-05,0.0668110911477122
"b1255_yciC_1313663_-1",-0.800306441299801,6.46754740946047,17.8770569365818,0.000229766466409607,0.0668110911477122
"b1410_ynbC_1479138_1",-0.501957829935082,7.87282935458497,17.8659836382575,0.000230579699535157,0.0668110911477122
"b1467_narY_1538853_-1",0.539192109150673,8.36481782826517,18.1541621217266,0.000210388444108319,0.0668110911477122
"b2681_ygaY_2808316_1;b2681_ygaY_2808570_1",-0.591220395305859,5.63405968614787,21.9528139709235,6.6472546372772e-05,0.0668110911477122
"b3106_yhaK_3254319_1",-0.570062393646204,7.41078554366856,18.5052666397612,0.000188323111758905,0.0668110911477122
"b3170_rimP_3318006_-1",0.423684077190488,7.18048947514753,19.4447059050041,0.000140639213941114,0.0668110911477122
"b3463_ftsE_3602747_-1",-0.652401389685623,5.8876671737782,18.8742579671025,0.000167789930881556,0.0668110911477122
"b3560_glyQ_3725318_-1",-0.601800498275216,4.91709705947045,17.5196271834048,0.000257647013343792,0.0668110911477122
"b3606_trmL_3781215_1",0.445745037338012,6.70336084172606,19.0872615705824,0.000157044118649423,0.0668110911477122
"b3875_ompL_4064295_-1",-0.582193836488959,7.98755415811452,19.4130219363709,0.000142016092974512,0.0668110911477122
"b3995_rsd_4196808_-1",0.627201622688143,6.4020323800854,21.9461360857618,6.66016562920599e-05,0.0668110911477122
"b4050_pspG_4262840_1",-0.472106556633539,7.14594246398058,17.5501863273024,0.000255126530418323,0.0668110911477122
"b4349_hsdM_4583048_-1",-0.593274611081889,6.19927456596594,18.7436191768226,0.000174769930649234,0.0668110911477122
"b2456_eutN_2572050_-1",0.552680753097963,3.43797350177992,17.2900248629136,0.000277463696459703,0.0677174633300768
"b1077_flgF_1133802_1",0.45224121507098,6.708692594137,15.0553546134963,0.00058392057808568,0.10541160430643
"b1950_fliR_2022893_1",0.441513280399123,4.27834425807919,15.2971659632807,0.000537624022563362,0.10541160430643
"b2234_nrdA_2344865_1",-0.614652145892033,6.32041218799101,15.6748520375286,0.000473042330272583,0.10541160430643
"b2328_mepA_2446384_-1",-0.720683188115972,3.99065006263077,15.053211081321,0.000584349698493102,0.10541160430643
"b4054_tyrB_4267114_1",0.514235758735261,7.09416350355465,15.2454385240975,0.000547184346801774,0.10541160430643
"b4566_yjhX_4534053_-1",-0.628902789938734,4.94619386627597,15.1826276903347,0.000559040066404083,0.10541160430643
"b3079_ygjJ_3227801_1",-0.506045219412071,4.66977922155139,14.9259357081699,0.000610448719096409,0.105531322313792
"b3947_frwA_4142221_-1",0.415979535977082,7.35065431077406,14.6712840456032,0.000666517301646904,0.11061521138132
"b4545_ypdJ_2476181_1",-0.613412170067082,7.2469655384889,14.2832887886017,0.000762892417195722,0.12174002457481
"b0851_nfsA_891184_1",-0.415680017865038,7.26296094395433,13.533775751886,0.000994373614971628,0.126938043974325
"b0896_dmsC_944033_1",0.924451797763325,7.36457278616502,13.8508037326698,0.00100475226264347,0.126938043974325
"b0997_torA_1059256_1",-0.515667051123832,8.13792316555934,13.3401894743676,0.00106578095007238,0.126938043974325
"b1799_dmlR_1881809_-1",-0.547575862437246,7.20713498826514,13.7470522297442,0.000921631035893161,0.126938043974325
"b2045_wcaK_2118404_-1",-0.70614218249908,7.10994825059671,13.9825728049389,0.000847912146342883,0.126938043974325
"b2757_casD_2881048_-1",0.455993870905124,4.95583167356208,13.3685380275203,0.0010549871008387,0.126938043974325
"b2938_speA_3085911_-1",0.483297253890882,8.12240617589438,13.3270613857066,0.00107081984552937,0.126938043974325
"b3181_greA_3328715_-1",-0.379647149233044,6.52538566404214,13.8569561618803,0.000886405099739133,0.126938043974325
"b3868_glnG_4055278_-1",0.514928379712118,4.55547783676137,13.6424247293017,0.000956572000547454,0.126938043974325
"b0149_mrcB_164730_1",0.371401070783244,7.56105775753386,12.8729323222595,0.00126197693463894,0.144083761154793
"b1137_ymfD_1197532_-1",-0.592106013319357,7.14046768485481,12.7643225705148,0.00131295673301693,0.144083761154793
"b2239_glpQ_2351011_-1",0.407140968704926,8.40156890165313,12.7504242972852,0.00131963917182023,0.144083761154793
"b0225_yafQ_246239_-1",-0.339813359878524,9.60205737720382,11.9999882047907,0.00174119522740709,0.14486996890893
"b0277_yagK_292948_-1",-0.599007619096887,5.4641365077252,12.4906853352959,0.00145152386814375,0.14486996890893
"b0337_codA_356171_1",0.390180198975479,9.37057091638595,12.4866635821632,0.0014536746142391,0.14486996890893
"b0703_rhsO_734133_1",-0.71568785359219,3.16772046790625,11.8621315774668,0.00183340052312044,0.14486996890893
"b1078_flgG_1134729_1",-0.441666818993234,5.89870787255219,12.0590075279773,0.00170326279374923,0.14486996890893
"b1352_kilR_1418229_-1",-0.340067232266407,9.22912545651937,12.0320273916535,0.00172049130212484,0.14486996890893
"b1524_glsB_1613251_-1",0.438943850870288,5.42442450826084,12.6581169483733,0.00136496404289385,0.14486996890893
"b1562_hokD_1645274_-1",0.53829526364401,11.259832865415,11.8372574302694,0.00185059251679279,0.14486996890893
"b2283_nuoG_2400165_-1",0.423596748300688,6.99725741335452,12.2396988454283,0.00159257529437631,0.14486996890893
"b2332_yfcO_2450049_-1",-0.52345813878698,5.3111379230682,12.1731432024453,0.00163241453528109,0.14486996890893
"b3421_rtcB_3558079_-1",-0.479445400432685,7.78320405380224,11.9326153608083,0.00178561545795943,0.14486996890893
"b3466_yhhL_3604979_1",-0.581860211883608,9.0304216076017,12.0999497185208,0.00167747362465562,0.14486996890893
