"","logFC","logCPM","F","PValue","FDR"
"b4487_yjdP_4313868_1",0.833103853443121,8.37216796411405,41.5352980249223,5.58284177006852e-07,0.00235819236367694
"b2881_xdhD_3021316_1",0.754435593042938,8.37758738487571,35.0998472197936,2.24446460743911e-06,0.00316020616727427
"b3606_trmL_3781215_1",0.606760509894748,6.70308418740214,35.3318696558269,2.1292842618355e-06,0.00316020616727427
"b1184_umuC_1231186_1",0.654403906718695,5.30683107001756,31.9442929401068,4.69139665333176e-06,0.00396329189273467
"b3530_bcsC_3689173_-1",0.821033137766731,6.10425316802664,32.527243847349,4.08171299779765e-06,0.00396329189273467
"b1410_ynbC_1479138_1",-0.663605455459194,7.87264427914327,30.7236641833076,6.30841936858135e-06,0.00444112723548127
"b0997_torA_1059256_1",-0.782835306031419,8.13776959437818,29.9727910120704,7.59353627509126e-06,0.00458215674656935
"b0851_nfsA_891184_1",-0.582373856484732,7.26275415675496,26.0480809634599,2.08972549115187e-05,0.00802454588602317
"b1711_btuC_1795152_-1",0.705289940662751,4.72611069405122,27.2139084544356,1.5348030212744e-05,0.00802454588602317
"b2504_yfgG_2629290_1",0.728059765313152,3.98056638979896,26.4558840561063,1.87437812172122e-05,0.00802454588602317
"b3902_rhaD_4094272_-1",-0.671137744234677,8.77353352232699,26.1073632283408,2.05683579775957e-05,0.00802454588602317
"b1397_paaJ_1460893_1",0.494708798419534,5.73406271331362,24.8064733243569,2.92594140777801e-05,0.00950705885111869
"b2053_gmd_2128314_-1",-0.57606004696687,8.10803727153683,24.9014441436582,2.85072705638497e-05,0.00950705885111869
"b1415_aldA_1488232_1",0.492162776686895,7.89865975921229,24.3926775037582,3.27943735896076e-05,0.00979295756912363
"b2025_hisF_2095844_1",0.510623825454961,7.13534203934123,24.1811594630052,3.47761277312629e-05,0.00979295756912363
"b0067_thiP_74521_-1",1.15165149461907,1.76252236453954,23.7521553296722,3.92017667866788e-05,0.0103492664316832
"b3507_dctR_3654683_1",0.601511170136625,7.21433292819161,23.2111462872312,4.56642764911245e-05,0.0107158835499172
"b3537_bcsF_3698026_1",0.46271758916004,6.59228894358345,23.4125036149539,4.3134403150185e-05,0.0107158835499172
