31535	13
60648	14
93655	15
116207	16
125833	17
143303	18
150075	19
166457	20
184910	21
202498	22
257332	23
294256	24
295312	25
318674	26
325645	27
397725	28
506790	29
684584	30
645073	31
626333	32
472183	33
414635	34
391013	35
270465	36
251808	37
167293	38
165192	39
73561	40
42233	41
28206	42
16755	43
10782	44
4875	45
4040	46
3869	47
3260	48
2970	49
2803	50
2580	51
2293	52
2018	53
1773	54
1808	55
1699	56
1396	57
1222	58
1160	59
1244	60
1006	61
1030	62
929	63
876	64
726	65
172	76
