"","Control_R1","Control_R2","Control_R3","Control_R4","Control_R5"
"b2113_mrp_2194168_-1",1034.79491785755,895.353154994782,1244.21402108076,873.147247511885,918.495091927208
"b2114_metG_2194300_1",12.4893880782915,16.1564158483795,13.9439983855442,16.5769362866413,15.9571767186798
"b4499_yehH_2196474_1;b4499_yehH_2199322_1",114.509445751527,121.062458480323,125.112205697818,125.898973004578,136.593432711899
"b2118_yehI_2200279_1",761.993002978911,700.81220251909,860.178395820175,752.678650187414,741.370430349862
"b4541_yehK_2203972_1",305.498852207199,295.352560954279,332.481209211278,361.834505842896,365.578918624954
"b2119_yehL_2204596_1",42.8007119536958,38.8417942656246,29.167262678019,36.1548696596574,30.797351067052
"b2120_yehM_2205695_1",2.24528325002994,0.774622677662029,1.40719249762373,1.71485547792842,1.43614590468118
"b2121_yehP_2207967_1",33.9599091567029,30.874246723958,39.1455367520782,32.4393494574792,37.1802217545239
"b2122_yehQ_2209100_1",130.50708890799,132.128496732637,160.419944729105,106.749753501044,120.317112458846
"b2123_yehR_2211225_1",260.031866394093,328.882656858793,224.383240075638,317.248263416757,375.312796423348
"b2124_yehS_2212196_-1",5.19221751569424,6.52896256886567,4.73328385564344,5.71618492642805,7.4998730577795
"b2125_yehT_2212962_-1",909.339716262126,757.138337223372,1103.62269790908,750.963794709485,782.380374516869
"b2126_yehU_2214644_-1",19.2252378283814,14.8284912581017,15.2232642924748,15.8624131708378,17.5528943905478
"b2127_mlrA_2214866_1",10.8054256407691,6.41830218634252,7.41974226019782,10.0033236212491,5.74458361872472
"b4542_yohO_2215657_1",110.720530267101,126.92745875405,154.79117473861,137.760056726916,135.795573875965
"b2128_yehW_2216476_-1",21.8915116877919,20.2508500017359,31.8537210825734,20.8640749814624,21.2230450358441
"b2129_yehX_2217407_-1",92.3372736574813,83.9912303350686,96.0728696104925,86.1714877659029,86.4878978152444
"b2130_yehY_2218557_-1",59.0790155164128,55.3301912615735,62.6840294396023,50.5882365988883,46.9140995529185
"b2131_osmF_2219481_-1",246.840827300167,256.621427071178,197.77450921148,198.208712323893,218.294177511539
"b2132_bglX_2221989_-1",54.5884490163529,58.5393423547447,54.24087445386,52.4459966999774,52.9778267060169
"b2133_dld_2222185_1",92.8985944699888,136.665572416087,94.1539707500965,158.052513215736,146.806025811854
"b2134_pbpG_2224870_-1",15.295992140829,17.7056612037035,14.5836313390095,18.5776010108912,18.1911814592949
"b2135_yohC_2225631_-1",494.944626428475,368.941715332172,606.116186703746,411.422410079659,431.641630240288
"b2136_yohD_2225801_1",291.325501691385,237.477180894673,382.372579581574,216.07179021898,253.080822758261
"b2137_yohF_2227270_-1",160.257091970887,155.699158210068,190.994399904747,209.498177553588,217.655890442792
"b2139_mdtQ_2228758_-1;b2139_mdtQ_2228609_-1",18.1025962033664,18.3696234988424,12.4088792972274,16.2911270403199,19.7868991311629
"b4679_yohP_2228982_1",534.237083303999,466.765493482634,480.236421461769,381.412439215912,399.886848570115
"b2140_dusC_2230385_-1",299.464653472743,233.49340712384,260.330612060389,222.216689014891,264.889133530084
"b2141_yohJ_2230624_1",312.796022769796,320.140486639464,467.187909211077,337.540719905576,357.121614964053
"b2142_yohK_2231019_1",1032.40930440439,738.658053342006,867.853991261759,656.503838800262,713.126227557799
"b2143_cdd_2231844_1",148.750015314484,154.149912854744,122.041967521185,148.906617333451,119.040538321351
"b2145_yeiS_2233600_1",298.763002457109,271.44991832928,269.413399999597,257.228321689262,271.750719519117
