"","Control_R1","Control_R2","Control_R3","Control_R4","Control_R5"
"b1304_pspA_1368079_1",8.76874417366474,8.7452124587196,8.58046267386159,8.41599485215227,8.65828363566049
"b1305_pspB_1368801_1",7.01734202510434,7.49817788647683,6.71352766782257,7.42689481157063,7.54937559253995
"b1306_pspC_1369025_1",8.45931339180534,8.04080176284181,8.84451115754631,8.3454886147235,8.17636354092648
"b1307_pspD_1369393_1",7.79458135189484,7.90951369868659,7.82078001534538,7.97130463683627,7.80647738024121
"b1308_pspE_1369689_1",9.34374461614632,9.47990738016825,9.4714968929145,9.33750350866113,9.48313794933857
"b1309_ycjM_1370216_1",7.5035877500018,7.27618956442551,7.54551078313768,7.34430060159947,7.30633364233464
"b1310_ycjN_1371909_1",7.25722798869119,7.53737814335019,7.12267271406653,7.69806815831328,7.7434172814722
"b1311_ycjO_1373222_1",7.44901833415753,7.50698156602256,7.69282608231789,7.90145439121366,7.92583308392274
"b1312_ycjP_1374090_1",6.74652453090394,6.86552136704671,6.99393283092818,6.80438168998187,6.7529517328656
"b1313_ycjQ_1374963_1",8.19629802092589,7.9996009959152,8.15645805649525,7.78663281754092,8.01218704975922
"b1314_ycjR_1376034_1",7.99198691127041,7.99272280646756,7.89708985796313,7.93301091163621,7.87476416499902
"b1315_ycjS_1376832_1",0.885583161930328,0.801128906333935,1.45126847069106,1.29127821630269,0.925693133713559
"b1316_ycjT_1377884_1",6.43407059452786,6.06439550112639,6.56939234606738,6.39310619379428,6.23768104411352
"b1317_ycjU_1380148_1",6.84138100464462,6.51026569532646,6.87318216177297,6.56626381849087,6.54186469192825
"b4524_ycjV_1380821_1;b4524_ycjV_1381777_1",7.48788375969008,7.56461975438929,7.48189116016152,7.23632381608755,7.53579316904435
"b1319_ompG_1381947_1",6.84138100464462,6.77949076536602,6.64325927463342,6.74987193058502,6.89318782116658
"b1320_ycjW_1383961_-1",1.08961441718785,1.39382615455235,1.06684773737138,1.66082399739979,1.14974062521537
"b1321_ycjX_1384117_1",4.78282384776327,4.7593516746041,4.12482709416407,4.74868254323096,4.89843276837051
"b1322_ycjF_1385511_1",7.67980042597376,7.81484288430944,7.97690964684259,7.8771063857695,7.80955917557674
"b1323_tyrR_1386720_1",7.80548224555962,7.77822148722644,8.25399251205151,7.64343426380879,7.55917401523326
"b1324_tpx_1388811_-1",6.91871754528647,7.59631493659145,6.49563470645234,7.33155728643803,7.40199480625203
"b1325_ycjG_1388930_1",10.091183091916,9.49126505729279,10.0169821460273,9.54299265892758,9.67445934463928
"b1326_mpaA_1390598_-1",2.38278733703239,2.67586047783875,2.09410154869371,2.75158885437855,2.43567483860244
"b4525_ymjC_1390862_-1",3.84166037573441,3.76374276160368,3.26940954718919,3.57035938976121,2.87283534941559
"b4673_ymjD_1390933_-1",8.51516301227865,8.89692733525087,8.59866802234314,8.66892110544272,8.74078047929581
"b1327_ycjY_1391853_-1",10.0021901636987,10.0259885772493,10.5007858359414,10.1722140853291,10.1600146054274
"b1328_pgrR_1391991_1",10.6230155070989,10.4710774520877,10.8389673929777,10.7184151901471,10.8764391182205
"b1329_mppA_1393227_1",7.39951592761946,7.44144409102685,7.27462608777273,7.43406571569235,7.69535592678004
"b1330_ynaI_1395922_-1",10.1395471406062,9.7552697678195,9.76775291787068,9.37710829792301,9.22414486678082
"b1332_ynaJ_1397365_1",7.61415079629007,7.77166127321509,7.22367540548422,7.30181331509279,7.45936840807832
"b1333_uspE_1398622_-1",9.39906728241075,9.41543905477166,9.42338828777825,9.35177320899192,9.42605128480816
"b1334_fnr_1399526_-1",7.33702878547274,7.24495545670085,7.18106967044182,7.41486352498809,7.49553764408369
"b1335_ogt_1400236_-1",7.93687113906487,7.88067555065863,7.79939875505592,8.01659153677249,8.11125275646789
"b1336_abgT_1401773_-1",7.50581728767213,7.58804137527921,7.91478831494956,7.75644046417488,7.8359958559153
"b1337_abgB_1403255_-1",7.15155067219366,7.38047261368526,7.33645490118893,7.53088649910026,7.32368254872407
"b1338_abgA_1404565_-1",10.0415255588872,9.63473048186203,9.88481913965749,9.65309984775017,9.83883606180355
"b1339_abgR_1404741_1",5.00714241855817,5.05661187564872,5.1281269542365,5.42734926459004,5.29422988180692
"b1340_smrA_1405979_1",6.99846583741007,7.00877041342089,7.34101543306767,7.3632069751489,7.23935133648046
"b1341_ydaM_1407795_-1",7.18393527026381,7.15819932421014,6.65978148267137,6.91272883503042,6.93329686651086
"b1342_ydaN_1408050_1",7.61621597084999,7.24179452969327,7.60644301402044,7.37939444629203,7.24391488444528
"b1343_dbpA_1409511_1",2.63174337908019,2.92741499053184,2.56867583116657,2.68902514125973,3.20787622329287
"b1344_ttcA_1411948_-1",4.20214068900375,4.45171499081964,3.94478429474461,4.29248673000117,4.17123368252194
"b1345_intR_1413235_-1",6.87108635531532,6.96981860284824,6.78723142105636,7.0559569189026,7.08343312103586
"b1346_ydaQ_1413452_-1",4.30813995904827,4.49483820174184,4.15621960563655,4.57791992308648,4.39562475804916
"b1347_ydaC_1413740_-1",5.59385510917007,5.77183527253473,5.2446692221886,5.44165112255825,5.3573639448835
"b1348_ralR_1413927_-1",5.35753842715404,5.72128705248249,4.96042689505502,5.74435681545162,5.66925640525647
"b1349_recT_1414793_-1",5.88513991267933,6.27076810870901,6.09509705570725,5.95509514708977,5.99578760476593
"b1350_recE_1417386_-1",4.90272649635892,5.09448676455396,4.57545504100294,4.92190435927902,5.00264142462976
"b1351_racC_1417763_-1",8.30207066535687,9.00061554553874,8.25157226335497,8.69452616567476,8.93672430918675
"b4526_ydaE_1418008_-1",6.55956919113877,6.68490276456862,6.12713598857032,6.46254594827419,6.60707914642463
"b1352_kilR_1418229_-1",9.63962941692298,9.52416093593984,9.39953874783741,9.24810991003826,9.16160420574749
"b1353_sieB_1418671_1",4.00187907336712,4.28155838803626,4.07093883333438,4.54297057229488,4.17123368252194
"b4527_ydaF_1419311_-1",9.18723954661845,9.06343424479237,8.77416951405084,8.7903039342443,8.62659888927401
"b1355_ydaG_1419456_-1",4.93617551580041,4.52288715642097,5.00133636153947,5.15385803555787,5.02402517653993
"b1356_racR_1420241_-1",8.45412728785851,8.70942805912901,8.93326348584748,8.63613264283925,8.5258938445574
"b1357_ydaS_1420365_1",10.1008021236414,9.89126534037171,10.2821116878259,10.0575277095691,10.1256020285258
"b1358_ydaT_1420684_1",10.4427541592071,10.4882955275509,10.5059987742008,10.510695425249,10.3829270935226
"b1359_ydaU_1421119_1",5.72595035283001,5.43429736367953,5.34343381713083,5.74819758831611,5.82356288686167
"b1360_ydaV_1421983_1",7.02979032302795,6.93370891593842,7.04653596708391,6.91101669413714,7.02629979984535
"b1361_ydaW_1422701_1",10.0630710560832,9.84288749083522,10.0313385405065,9.72648412577172,9.64082660229736
"b1362_rzpR_1423201_1",1.50071135463382,0.889959719788284,0.262271451824143,0.215749642804837,-0.0859458282085239
"b1363_trkG_1423782_1",3.21490307730662,3.34378415723985,2.94927676006858,3.21829539789487,3.15716503391026
"b1365_ynaK_1425377_1",4.32843629240394,4.60390333857178,3.95671975025191,4.92190435927902,4.98820745067745
"b1366_ydaY_1425630_1",5.05664671694771,5.18064447533203,4.65818577078406,4.8944401617932,5.04509660033167
"b1368_tmpR_1426454_1",8.04046793451662,7.74586192530779,8.0970353558544,7.61847219587642,7.54198285443779
"b4570_lomR_1427389_1;b4570_lomR_1428796_1",6.09220018493965,6.19869742813503,6.51997171669927,6.65894804145445,6.41810815904951
"b1370_insH1_1428726_-1",3.82746965057806,4.12567001429995,3.6682044360879,3.92276413265422,4.03743657777532
"b1372_stfR_1429049_1",4.76803939124111,4.67437205388468,4.8686508108404,4.77150728788302,4.743772227377
"b1374_pinR_1433674_-1",1.26833362146415,2.02372754522358,1.64074273051269,1.45062116452833,1.73800758100991
"b1375_ynaE_1434224_-1",3.29958579680557,3.96116058019513,3.28842381833952,3.63816254642291,3.96557747366303
"b4638_ttcC_1435008_-1",3.47369588566134,4.09796872014036,3.12879321290415,3.76489831878881,4.05138866310507
"b1376_uspF_1435619_-1",8.63407693392997,8.88515770577859,8.82633014356815,9.18504450827846,8.99112155722534
"b1377_ompN_1436893_-1",6.92706007265269,6.38214459153416,6.11919271227363,5.96172631173846,6.10350029362202
"b1378_pfo_1440784_-1",6.0003099989062,5.82349412644088,6.17134002655441,5.61150947071467,5.72254688601222
"b4529_ydbJ_1441058_1",8.16771734826131,7.9864413226564,7.94805294056328,7.94477349464685,7.99964883932627
"b1379_hslJ_1441743_-1",9.00813283111031,9.13616985462408,9.02326964578185,9.09667654902586,9.1083758511963
"b1380_ldhA_1442843_-1",3.56205306092117,3.72804423316673,4.20706859440553,3.55289872703741,3.67247855051224
"b1382_ynbE_1445687_1",6.32718519194512,6.2912978486259,6.51795923974382,5.98795031621714,6.10350029362202
"b1383_ydbL_1445880_1",8.5414826350868,8.87499246114726,8.69399616457019,9.28460080891624,9.12743580532224
"b1384_feaR_1447283_-1",6.43407059452786,6.28106949597127,6.48948576089401,6.19066007114475,6.24680427320143
"b1385_feaB_1447519_1",11.2215149272501,11.1668225091357,10.833313865812,10.9963593802725,11.1273624273832
"b1386_tynA_1451349_-1",5.78221526458717,5.45991367696369,5.74204150564385,5.35363269918539,5.52672455407697
"b1387_paaZ_1453642_-1",9.89825071630485,9.93089481332934,10.2240414761833,10.2605792321698,10.3730662048969
"b1388_paaA_1453927_1",7.2251122217276,7.13907181374076,7.42180862754386,7.31222874233117,7.23324406351212
"b1389_paaB_1454868_1",10.954714014367,10.8322660191331,11.2078740977074,10.6241153100744,10.6702407575282
"b1390_paaC_1455164_1",8.73920148707223,8.28248626087717,9.4215055321366,8.43756265174552,8.44364859003815
"b1391_paaD_1455925_1",6.43407059452786,6.05241781109813,6.40924210240061,6.20470438702746,6.42348228840744
"b1392_paaE_1456430_1",7.96225887656438,8.11868474312794,7.73761545314231,8.20583645831741,8.1104199860568
"b1393_paaF_1457497_1",4.22397275491695,3.96116058019513,3.9327492725975,4.26057362259185,4.31695633558788
"b1394_paaG_1458264_1",5.88513991267933,6.16126539607919,6.20675309623384,6.31498463029788,6.15286690513263
"b1395_paaH_1459054_1",6.68292249617198,6.42365050009254,6.85575953968293,6.53102746377954,6.52696336224547
"b1396_paaI_1460471_1",6.39611307552759,5.99850155245946,6.45834166628725,6.19347989308315,6.27977102153788
"b1397_paaJ_1460893_1",5.54265485573744,5.38165846183843,5.52273515186753,5.41290420735947,5.47072104412363
"b1398_paaK_1462125_1",3.79866245692728,3.9195653098712,3.30719074372651,4.18324408706271,4.25801661162128
"b1399_paaX_1463539_1",10.752700110486,10.4137142399411,10.2616610848445,10.3393941873899,10.4820270333386
"b1400_paaY_1464471_1",7.62956802503497,7.86432559624025,7.40883442490935,7.76119987024488,7.85103028421101
"b4674_ynbG_1465230_-1",6.69860059363696,6.88995724360951,6.25829431874421,6.4788181717312,6.33784617656426
"b4492_ydbA_1465392_1;b4492_ydbA_1469241_1;b4492_ydbA_1470517_1",8.80721630035301,8.97069771561157,8.78926597561411,8.99851541991443,9.13031428443556
"b1406_ydbC_1474221_1",6.48694222996948,6.54145109878269,6.78388555649676,7.07443102874781,7.2843499479399
"b1407_ydbD_1475144_1",5.63517631099371,5.40067930460193,6.0567962251317,5.61150947071467,5.73988174399763
"b1408_ynbA_1477621_1",3.56205306092117,3.76374276160368,3.44913616844808,3.976140879917,3.61726970803747
"b1409_ynbB_1478226_1",8.31293406915107,8.34470382345641,8.49863494607278,8.50551110364389,8.31510331536868
"b1410_ynbC_1479138_1",8.19491689992309,8.29880105814327,8.30914822577214,7.99977509915046,7.90389277046752
"b1411_ynbD_1480909_1",4.06371896428849,3.54866995773922,3.6682044360879,3.63816254642291,3.93580076524231
"b1412_azoR_1482860_-1",5.48957046895874,5.73933052127271,5.33888093571536,5.67744890100322,6.0523844051736
"b1413_hrpA_1483061_1",7.39711576655087,7.34261324642223,6.77717045805748,6.99745869143861,7.48529577322649
"b1414_ydcF_1487235_1",7.42212048538126,7.48130142975349,7.63736159206584,7.55301201174254,7.39380466727647
"b1415_aldA_1488232_1",7.63670673460336,7.61353649319267,7.72632993145057,7.80886952565475,7.93808811203568
"b4493_gapC_1490713_-1;b4493_gapC_1489964_-1",7.28993865414139,7.21947197436195,7.51657360218133,7.31999126208407,7.23324406351212
"b1418_cybB_1490902_1",9.62585818745709,9.82996526519495,9.70080380295781,9.67999042297336,9.72429924119687
"b1419_ydcA_1491677_1",10.3762228311826,10.4857370137807,10.367293818732,10.486182295035,10.5073957752517
"b4428_hokB_1492071_-1",5.01967865302871,5.13594027442814,5.64947808088792,5.49748157740119,5.58543759096921
"b1420_mokB_1492129_-1",8.05652637689625,7.91415420059239,7.82648277584865,8.08576240003948,8.1506707646163
"b1421_trg_1492470_1",7.27955171309176,6.96599265568375,6.90894524395166,6.76321925311279,6.88347141461346
"b1422_ydcI_1495071_-1",8.52123714197663,8.63828998734702,8.58719666490107,8.46582714266428,8.34514707106436
"b1423_ydcJ_1495288_1",6.9534365289357,6.85314644808164,7.18614790954286,6.86930366007137,6.8196870744901
"b1424_opgD_1496856_1",8.20661449807051,8.31543466081862,8.71522972494657,8.30954975549353,8.16918357468546
"b1426_ydcH_1498651_1",9.49393421542857,9.58840678847329,9.59667296553301,9.64771246448229,9.50421399672426
"b1427_rimL_1498938_1",9.91071392364828,9.39945268909568,9.68205383390481,9.47015711650582,9.64801793687388
"b1428_ydcK_1500449_-1",6.05614336099611,5.92945330547963,5.78618738411916,5.92487184473227,5.83167011480693
"b1429_tehA_1500573_1",9.92827441836029,9.98530173137656,9.8288943070404,9.99909444642668,10.1023352794661
"b1430_tehB_1501562_1",10.0653402877756,9.51655204937766,10.0355649954654,9.48806780462966,9.60461793219849
"b1431_ydcL_1502457_1",8.35187446081546,8.56514838931664,8.38287601352504,8.48090897037079,8.32590519205037
"b4578_insP_1503649_-1",5.5513154134757,6.03304423143877,5.34343381713083,6.06079295865831,5.90265519521362
"b1432_insQ_1503717_1",8.90759038237008,8.94274414834118,9.33613333071316,9.03866324348349,8.96141101272608
"b1433_ydcO_1506080_-1",4.25611361694078,4.34577935649559,4.40298826377637,4.52517318885329,4.72648433376892
"b1434_ydcN_1506172_1",7.56367843953965,7.39761662019329,7.85784912498439,7.55630176544415,7.37034354791494
"b1435_ydcP_1506781_1",2.9261979838006,3.27947230117052,2.21827944106401,3.15025943290915,2.70645874374013
"b1436_yncJ_1509064_-1",6.71024835940624,6.54487489578361,6.69938999008239,6.70907266360026,6.76570202179051
"b4532_hicA_1509286_1",2.9261979838006,2.57229696237354,2.36879277882071,1.7245958072631,2.84105968408108
"b1438_hicB_1509508_1",3.91059283102607,3.98151696917515,4.16653379181373,4.24977709445535,3.93580076524231
"b1439_ydcR_1510003_1",5.655401407197,5.760099922846,5.2783476200058,5.46050235932469,5.50153758162215
"b1440_ydcS_1511654_1",10.6760734876191,10.321655811339,10.5967474029603,10.2090833170311,10.1448439673327
"b1442_ydcU_1513831_1",8.19076558610031,7.80630934169421,8.19475558202702,8.30499378998152,8.15955436121758
"b1443_ydcV_1514762_1",2.12877291749661,2.27529105634522,2.13669288967839,2.58977820676507,2.70645874374013
"b1444_patD_1515578_1",6.75779321538382,6.95831018755694,6.83165716610631,6.87458422407927,6.79502165926654
"b4598_yncL_1517194_-1",6.84842572500463,6.70951889641205,7.01549011552416,6.6650557609173,6.80946101701274
"b1445_ydcX_1517389_1",7.50135476147534,7.24705890038847,7.49933659956011,7.31222874233117,7.33370722842788
"b1446_ydcY_1517648_1",8.44950171477502,7.90419192606316,8.45249173638782,7.82804940327748,8.05696200302423
"b1447_ydcZ_1518331_-1",7.00320808874454,6.75012926711962,6.8348941762459,6.6548618158315,6.94081185614218
"b1448_mnaT_1518846_-1",6.27585342832815,6.66301362422076,6.37629618114376,6.86045954061384,6.60943878839894
"b1449_curA_1519027_1",8.61767763556505,8.47065427765693,8.70597847238479,8.46466044525017,8.37665732181826
"b1450_mcbR_1520262_1",8.11830185385359,8.30335654769707,8.32879766998069,8.40265402404699,8.22718431341783
"b1451_yncD_1523065_-1",5.16782876224905,5.30700191585754,4.82373847406755,5.007715404477,5.19087750423538
"b1452_yncE_1523307_1",9.34654616882495,9.33984712024042,9.6160879482744,9.70737571315041,9.73649475729764
"b1453_ansP_1525980_-1",9.45811490782076,9.15589548650664,9.31107428780602,9.28955101385049,9.29805105267489
"b1454_yncG_1526247_1",9.24976594605204,8.96208029049947,9.20686928721176,9.01534646175022,9.10000972132852
"b1455_yncH_1526940_1",8.58114073075839,8.94857225113178,8.4010069433045,8.81889019316837,8.72563339228068
"b1456_rhsE_1527902_1",2.53025920084041,2.17279853511381,2.29549806288877,2.28594224260408,2.51836310228299
"b1457_ydcD_1529922_1",10.2267759468899,10.0088909030261,10.4082060049234,10.2296624022632,10.2881605199252
"b1459_yncI_1530586_1;b1459_yncI_1531325_1",10.1706192284943,10.0085809708246,9.91877384685145,9.78210204993416,9.81321973454551
"b1460_ydcC_1531816_1",4.57769104337765,4.55719845422291,4.16653379181373,3.976140879917,4.11919419113204
"b1461_pptA_1533052_1",7.95982143199089,7.88067555065863,7.94655743569616,7.81620624367185,7.7626264026077
"b1462_yddH_1533851_-1",5.45767789568755,5.55466660203673,5.73512831568839,5.70537600786809,5.55147933978891
"b1463_nhoA_1534024_1",7.64077019348929,7.78330333185894,7.89165999042144,7.74495341748204,7.77108237491575
"b1464_yddE_1535858_-1",5.66740175238229,6.1745878804749,5.94140574140696,6.30979625422055,6.26487945567452
"b1465_narV_1536617_-1",6.03468639805417,5.96055008726242,6.17900206157357,6.10639140116195,6.15932330886019
"b1466_narW_1537309_-1",5.48505732514117,4.67437205388468,5.15427525159272,5.02681356466257,5.04509660033167
"b1467_narY_1538853_-1",7.68177379396839,8.01511235364658,7.91631709947858,8.3372251021212,8.28515875223019
"b1468_narZ_1542590_-1",7.56046451074676,7.31380301399065,7.42180862754386,7.40394890783993,7.47109341788271
"b1469_narU_1544060_-1",5.90892120592716,6.2008693571809,5.7928607403109,6.27027701880762,6.21306655642318
"b1471_yddK_1545714_-1;b1471_yddK_1544764_-1",8.34753023448756,8.32641813256023,8.56348888448781,8.16619416556301,8.27924273870918
"b1472_yddL_1546028_-1",5.89537993380891,6.08099894075288,5.63097582711103,6.02957311987689,6.00298482295847
"b1473_yddG_1547169_-1",8.19491689992309,8.40811344512959,8.05115285435582,8.48148590382586,8.34938841460841
"b1474_fdnG_1547401_1",6.39129738949585,6.46941083005111,6.23643029927248,6.50855954971293,6.43948559664264
"b1475_fdnH_1550461_1",6.08625294760412,5.38929691825265,5.66774604873358,5.36368193604518,5.66472538601499
"b1476_fdnI_1551338_1",5.39169641393564,4.85071149229549,5.29724522008534,4.16036664584868,4.26999876475342
"b1477_yddM_1552682_-1",7.38747499122512,7.30474364980482,7.56123111503645,7.20732051438299,7.03860949393807
"b1478_adhP_1553838_-1",7.90512859657657,7.92536223587069,7.90711999730535,8.04575179154889,8.07329388308822
"b1479_maeA_1555669_-1",9.50065725061559,9.27895793356689,9.72106368983289,9.21067202175312,9.14380743281062
"b1480_sra_1555963_-1",11.723532281773,11.3984335484605,11.6332056550783,11.3839611710501,11.4903005519462
"b1481_bdm_1556280_-1",9.13598282632267,8.72724286338256,8.74047684909125,8.35748154715401,8.48471470817577
"b1482_osmC_1556625_1",6.23611932563838,6.33940910848153,6.0288022573595,6.2888541221573,6.21616643205294
"b1483_ddpF_1558038_-1",5.59385510917007,5.61780034699711,5.55842021448676,5.66936941658526,5.40160416097882
"b1484_ddpD_1559017_-1",8.69640788865954,8.58149402744968,8.74908130957733,8.32955500404779,8.23789988285756
"b1485_ddpC_1559910_-1",7.8906986863005,7.14246573688333,7.15540683490816,7.08813300267356,7.02099189338625
"b1486_ddpB_1560929_-1",7.21560885294857,7.00504651392047,7.14501250342128,6.94989083331575,6.90668178193683
"b1487_ddpA_1562481_-1",7.84388100464556,8.24298276480131,8.19664402923121,8.53025847553491,8.5653225384459
"b1488_ddpX_1563076_-1",6.80382106387571,6.84066446247302,6.70824226075588,6.67920734708695,6.63050367233333
"b1489_dosP_1565733_-1",7.55293738236955,7.64578140501079,7.57774838184716,7.49362084661578,7.48914500032916
"b1490_dosC_1567140_-1",10.5810751279905,10.4503461890837,10.4801313417284,10.4718818024056,10.4307449123194
"b1491_yddW_1568823_-1",4.77545055794656,4.99286221292538,4.91832344907441,4.85935795078902,4.84336269174131
"b1492_gadC_1570489_-1",9.4874617740684,9.57151039221942,9.45239283763136,9.44789433809729,9.58286866778078
"b1493_gadB_1572045_-1",10.7930807800024,10.2449261937111,10.9652673979682,9.96071354776541,10.1519434551936
"b1494_pqqL_1575202_-1",8.29628616296007,8.51889248016094,8.51436690148245,8.52355118242853,8.46334973171657
"b1495_yddB_1577619_-1",10.2189832221587,9.98167458763799,10.4653255153278,9.90718158543776,9.81245185400364
"b1496_yddA_1579342_-1",5.62290374208365,5.91099907856674,5.36150300821249,5.63659125787915,5.9064982404585
"b1497_ydeM_1580790_-1",2.9261979838006,2.94824967910205,2.65910849232506,2.81155183077624,3.02199342902609
"b1498_ydeN_1582524_-1",7.34825443478125,7.74660548825161,7.13847780995209,7.60052571761094,7.96413521060968
"b1499_ydeO_1583687_-1",6.27061835205677,6.29333484587887,6.13240731270105,5.74050579030148,6.10350029362202
"b1500_safA_1583959_-1",1.35002297807448,1.71883657450407,1.30954332930156,2.10608260143905,1.66728814799775
"b1501_ydeP_1586486_-1",7.07703778806277,7.52182562142392,7.27224023580546,7.64240275528992,7.6083722977891
"b1502_ydeQ_1587734_-1",5.68718313808413,5.81217317623092,5.3570068826401,5.72499806258899,5.69170047216603
"b1503_ydeR_1588296_-1",5.26052787280134,5.07093173359157,4.80405390837517,4.94216475384211,4.78610678573328
"b1504_ydeS_1588839_-1",4.69175532119603,5.0756736071107,4.66547671206105,4.81610120717465,4.85135972037161
"b1505_ydeT_1590079_-1",6.56171393526714,6.47839126437538,6.74655961741489,6.94152858640807,6.61414652567012
"b1506_yneL_1590536_-1;b1506_yneL_1590426_-1",7.53994165623103,7.55700989918127,7.36696235462437,7.64137050872793,7.54321761116528
"b1507_hipA_1592176_-1",5.12205513299017,5.55805921595659,5.48614498411327,5.41290420735947,5.31172406973726
"b1508_hipB_1592442_-1",8.87605169222351,8.99342899881449,8.64872966143743,9.05231922092431,9.0224477411942
"b4696_yneO_1597987_-1;b4696_yneO_1594125_-1",8.35373227507491,8.20507458066101,8.53192501586759,8.28662467491994,8.48792440125422
"b1511_lsrK_1600209_-1",7.14869996139573,6.91927195005414,6.88416072879898,6.74026195503058,6.85392328024227
"b1512_lsrR_1601241_-1",8.74440352014524,8.78484392527966,8.2558050377992,8.62416486543779,8.8018916485692
"b1513_lsrA_1601490_1",7.23858078065804,7.22908110755004,7.2087813412554,7.05285476953347,7.00853030170976
"b1514_lsrC_1603019_1",6.07728586922475,5.40821797564689,5.41871221519798,5.41290420735947,5.67377323863389
"b1515_lsrD_1604047_1",6.50711492467268,6.20952452263279,6.31270857794605,6.19347989308315,6.24983257379746
"b1516_lsrB_1605051_1",8.56465968944307,8.37915647679467,8.23451587473606,8.10311152001106,8.24626377741476
"b1517_lsrF_1606100_1",7.98720756983049,7.71123701660697,8.00160428834273,7.67706678905934,7.72067852120652
"b1518_lsrG_1606999_1",11.4068803038844,10.8210139621833,11.5080675706717,10.6398355891753,10.6810781876196
"b1519_tam_1607346_1",8.7410953064458,8.49475370962161,9.20561949052165,8.61156999158774,8.64051061284367
"b1520_yneE_1609022_-1",5.48053001866179,5.72732665077877,5.37045344023495,5.77856113239858,5.66925640525647
"b1521_uxaB_1610680_-1",7.68275946667259,8.13126606969923,7.74020731491792,7.99493417845039,7.91633478829876
"b1522_yneF_1611854_-1",3.89706731358893,3.6538826192585,3.68264950181391,3.6546268745731,3.50007863977542
"b1523_yneG_1612325_-1",5.89197466283546,6.07627456699959,5.94440588548311,5.90091913217815,5.92556139393423
"b1524_glsB_1613251_-1",5.01342415238217,5.1584655218008,5.0185200001274,5.18252637485688,5.64645764989255
"b1525_sad_1614703_-1",9.75494720458113,9.53194557687386,10.0051777854704,9.46228725742543,9.37842096006245
"b1526_yneJ_1614804_1",7.36431659455338,7.31580850378815,7.29003868754022,7.37815568417722,7.39790554865488
"b1527_yneK_1615763_1",7.8412349340227,7.76727116583955,8.03365164207047,7.55191375804508,7.77844091119255
"b1528_ydeA_1617028_1",2.17433722409486,2.4314235818467,2.43854316876338,2.10608260143905,1.43159890457959
"b1529_marC_1618908_-1",5.24459603875119,5.65945832084464,4.90606470358436,5.37366165787352,5.11319161041848
"b1530_marR_1619120_1",7.89835602562675,8.01696255905598,7.83054241889314,8.1481388145743,8.16437700166423
"b1531_marA_1619574_1",8.30974743302992,8.32592069371371,8.51335709710978,8.613150377094,8.40342035633239
"b1532_marB_1619989_1",4.16876034210366,4.25671884780729,4.21702681029066,4.38419719173227,4.41733544382286
"b1533_eamA_1621137_-1",8.26240270134839,8.07020578485378,8.52642974259712,8.14668457746165,8.1236869701601
"b1534_ydeE_1621332_1",6.7024936404242,6.77658136025389,6.85894297909406,6.53547936101678,6.46837174521263
"b4599_yneM_1622646_1",11.8190786051749,12.0156448810923,12.0918599430316,12.0796835992697,12.0886733241289
"b1535_dgcZ_1623850_-1",8.71483481566564,8.40104658359959,8.66109225887259,8.47048452014814,8.54635878854466
"b1536_ydeI_1624497_-1",8.85653010531323,8.70751985629253,8.99678019479111,8.53582416399804,8.77271271489513
"b1537_ydeJ_1624773_1",8.62487527687232,8.95759164900906,8.88293907623801,8.84736869470859,8.75150328096985
"b1538_dcp_1627380_-1",9.24576971098214,9.2454189554997,9.53208072001945,9.4210783734218,9.38738631602111
"b1539_ydfG_1627517_1",8.42967587692186,8.20236706898356,8.24914794765317,8.26400023963911,8.28072401798166
"b1540_rspR_1628352_1",3.9239927212455,4.2143449230774,3.95671975025191,3.88139427337059,3.82645851906356
"b1541_ydfZ_1629215_1",6.7726825045612,6.89533168645706,6.7257854991891,6.61124282677265,6.46576950113286
"b1542_ydfI_1630913_-1",8.87691321734002,9.36088107728974,8.8778479553868,9.23482604170855,9.4724833288004
"b4600_ydfJ_1652838_-1;b4600_ydfJ_1632285_-1",9.04998484996912,9.09238514779907,8.92796831927611,9.13861371063712,9.28593182764081
"b1544_ydfK_1633072_1",3.70861994577828,4.52981500805309,3.8196623971593,4.57791992308648,4.35119794491886
"b1545_pinQ_1633622_1",1.82026993571133,2.5452012970292,1.90992507128666,1.90056306058062,1.34362576094436
"b1547_stfQ_1635847_-1",5.62700620921876,5.58158672155676,5.94739980358038,5.98143886795737,5.94437593654371
"b1548_nohQ_1636367_-1",2.03308575527354,1.56546437175639,1.15236364829632,1.84425881599795,1.80542180690272
"b4533_ynfO_1636756_1",3.21490307730662,3.19482857438702,3.41493752403949,2.89706744387491,3.35011863459658
"b1549_ydfO_1637047_1",8.50795136786051,8.66999234877825,8.83201105043456,8.69998974753838,8.71197349753713
"b1550_gnsB_1637782_-1",8.73064840026069,8.57061753841213,8.82957911469894,8.56823173625442,8.35361732567226
"b1551_ynfN_1638109_-1",6.4526813057464,6.87643288519949,6.52198139027472,6.99099011312975,6.76358478361272
"b1552_cspI_1638667_-1",7.72738749585024,8.08203730064644,7.53957121374652,8.00540238613584,7.86294603002901
"b1553_rzpQ_1639527_-1",8.54744718352868,8.89088637625712,8.86958569524855,9.12686090757428,9.10252465828274
"b4689_rzoQ_1639334_-1",5.92567099623254,6.26869897505734,6.17134002655441,6.53325512961668,6.31489588041044
"b1554_rrrQ_1640057_-1",8.33880233992744,7.86089590784781,8.07187786145759,7.46823132705249,7.36197121196665
"b1555_ydfR_1640365_-1",6.77638094007407,6.48553557895097,6.80219252185601,6.67113773202206,6.4966908599161
