"","Control_R1","Control_R2","Control_R3","Control_R4","Control_R5"
"b0072_leuC_80864_-1",3.93726929647958,3.83259432691901,3.90837378506112,4.2057644064349,3.65430934255233
"b0073_leuB_81958_-1",9.65854063745047,9.36790534029161,9.5950034210802,9.36433997236176,9.37772900410941
"b0074_leuA_83529_-1",5.45306371077807,5.04214845595023,5.31589848104209,5.25989337629899,5.43923185902594
"b0075_leuL_83708_-1",2.97850799668209,3.32797295984519,3.17038704672475,3.28326683656716,3.07759083629755
"b0076_leuO_84368_1",6.75404675850656,6.48553557895097,6.7788521651684,6.32530573875451,6.27085454001355
"b0077_ilvI_85630_1",7.65490284123589,7.58138819355905,7.95029329516073,7.69209889779216,7.66391618585753
"b0078_ilvH_87357_1",4.9094786295303,5.06140097184858,5.54266905576719,5.21619293430822,5.00264142462976
"b0080_cra_88028_1",5.01967865302871,5.51681161084041,5.13864321255992,5.71325688405904,5.53170960867948
"b0081_mraZ_89634_1",4.07577510292204,3.86582586157153,3.87102050793116,3.94969934593158,3.95076594066244
"b0082_rsmH_90094_1",3.35998751628529,3.4930389762317,3.4825428807425,3.30428964159797,3.28074976685853
