"","gene","01_no_PNA","02_PNA15_5nM","03_PNA15_0.5nM","07_no_PNA","08_PNA15_5nM","09_PNA15_0.5nM","13_no_PNA","14_PNA15_5nM","15_PNA15_0.5nM","74_PNA15_16nM","75_PNA15_63nM","76_PNA15_250nM","77_PNA15_1000nM","78_PNA14_1000nM","79_no_PNA","80_PNA15_16nM","81_PNA15_63nM","82_PNA15_250nM","83_PNA15_1000nM","84_PNA14_1000nM","85_no_PNA","86_PNA15_16nM","87_PNA15_63nM","88_PNA15_250nM","89_PNA15_1000nM","90_PNA14_1000nM"
"b0020_nhaR_18715_1","nhaR","263.4054704053","303.647168782329","287.743358808699","294.748320278171","235.832848498191","220.622986327012","229.118063754239","274.444599438055","327.927421036651","389.551851240389","227.935933166597","330.595425088031","307.072926892431","243.974158207458","259.1622385365","339.597361281044","361.431578385708","324.024091451948","438.082328692146","225.352460542239","257.823139535318","355.418603053667","374.952864014743","347.632839246576","377.299028133805","285.803192614528"
"b0023_rpsT_21078_-1","rpsT","51.6398545078766","42.8689689429367","59.9024006681505","59.3309974989165","85.2295044215065","56.9457910955624","87.4583633942774","81.5561334588556","57.8008570017124","86.2004625825742","82.4986111045884","70.2208758615845","81.414621752412","78.6863220172909","60.2635501571739","67.9194722562089","79.1531044815117","76.3407545305636","65.5076379352741","80.8309866476567","57.3469829773566","78.2767161487243","71.2328752550884","69.8484501078769","56.8355258278106","52.7072948904504"
"b0025_ribF_21407_1","ribF","30.5336469433494","37.4742222894436","32.9522046897488","37.1239322724789","35.0283897292785","29.3119789136294","35.2879898746141","37.4391914670183","36.0039008259825","53.6175126111706","54.4206899255889","42.3554489323843","39.6382299845077","32.4367678532817","44.0387481917809","36.3854315658262","41.3240883137243","47.0767986271809","36.6072094344179","40.7763459427911","43.5265189357222","42.4880373690148","41.0079167179523","40.3962234494864","41.4695693336468","43.6878647487691"
"b0026_ileS_22391_1","ileS","184.749670214828","156.062313904624","156.169912940345","172.497304637682","201.366411545318","185.605240525615","158.034343143506","181.175034730746","141.290983781964","223.543783348111","251.597102699462","189.930749949429","213.322756389653","189.033412656924","181.659836291096","166.887846115256","190.378635713974","215.026458594421","201.821325697646","210.196650545804","191.421369772063","201.509654409892","215.659163616323","192.324649490583","167.359333382217","180.811388621518"
"b0027_lspA_25207_1","lspA","3.51770126075454","5.29841189182364","4.23671203153913","4.82274648856977","6.55611572473127","3.1325778991665","4.82353818429977","5.03568072363404","4.18423712301959","7.83640568932493","4.88997503679205","7.57939612474246","8.22369916691031","4.50079553945057","2.89728606524874","6.79194722562089","7.60692172939203","5.51349893831848","7.22510712521406","4.51065773703442","3.97139771311334","5.11266839710136","4.9013446276437","4.98917500770549","5.55396017861341","4.79157226276822"
"b0028_fkpB_25826_1","fkpB","42.2124151290545","40.7496041862073","30.2454164473766","44.9749149282902","27.7230036360065","37.9265681363372","27.1641360905303","24.0836904173802","30.3600461019096","24.1278806750268","17.5092654543199","41.0179084397827","26.4803113174512","23.9007763129444","27.8139462263879","23.2866762021288","17.2697682505116","33.5051089328585","29.8637761175514","21.6511571377652","31.9300376134313","24.6818474342824","25.1602357552376","28.0037564948631","39.2479852622015","34.1047202232326"
"b0029_ispH_26277_1","ispH","8.4424830258109","9.82614569029112","9.76797496160411","13.3466705148791","9.55319719889414","10.4046337365173","12.4396511068784","10.7281893677421","10.9957859279352","13.6105993551433","13.2502549384043","12.7066346797153","10.0329129836306","11.0191890793445","11.8788728675199","17.626720180778","15.2138434587841","16.5404968149554","11.8010083045163","11.9081364257709","8.89593087737388","13.0461193581207","13.0702523403832","13.6799959888699","12.4038443989033","12.1198592528843"
"b0030_rihC_27293_1","rihC","79.6407565434828","89.9766673993324","63.550680473087","88.1553195352521","57.5065007855","76.7481585295792","74.7648418566464","76.7393953753796","83.5874346203215","68.0529967757165","75.0847779842908","87.1630554345383","72.0396047021343","76.2031244782837","88.2223606868243","80.209662473999","83.8817315024851","90.7606748307812","78.994504569007","61.1645189141867","86.5764701458708","83.7419823663154","73.1934131061459","75.9642130205481","79.7918945660794","85.4027291540453"
"b0031_dapB_28374_1","dapB","58.3938409285254","61.9432517535018","55.3126293006498","68.75217668589","50.7630674686336","58.0645689166933","58.8979399346077","63.3838943257415","60.0389373233276","60.8352546934435","61.9922641761056","68.6604119535493","69.9014429187376","58.0447424742935","65.3338007713592","60.6423859430436","58.7994490434087","66.1619872598218","64.7851272227527","55.0300243918199","69.5788879337457","66.6409880725626","61.9203204625654","63.2498638073631","69.7947662445752","68.7731548303203"
"b0032_carA_29651_1","carA","111.581483991134","92.2887016794009","96.8559444987974","84.7906126827615","98.5290534631043","70.8186360775855","102.944459670187","103.340926154577","100.3243831124","77.5391720838467","80.290235281521","77.5773485708934","91.1185867693662","94.051106789898","76.9229450323542","114.654537689648","101.35709223217","87.7918677101482","73.4552557730096","83.356954980396","83.7170637924292","90.2650420453758","93.9424386965042","87.7129154580481","97.0091711197809","82.5841572347699"
"b0033_carB_30817_1","carB","17.3070902029123","15.0282228204452","14.5931192197459","17.6086325280338","15.1727249629495","16.5579117527372","19.0402823064465","18.3911817732721","14.6934838506037","18.1474658068577","12.4615492873088","12.7066346797153","14.4737105337621","13.9679861569156","17.6734449980173","14.8775986846934","14.8026585004386","16.1163815120079","14.4502142504281","20.3881729713956","15.2501672183552","16.5720975630182","17.3180843510077","13.8409371181507","15.7362205060713","17.6160744954714"
"b0034_caiF_34300_1","caiF","789.090746812458","676.366361681705","800.856260406216","625.274690087825","756.013801857583","648.891136255918","730.512164490662","690.326144418179","597.85936939145","664.032271569112","776.875066329059","749.691446103203","791.613281806786","804.090403099772","724.611244918711","709.758485077383","791.119859856772","708.272555922451","711.673051833585","769.698636247553","774.581409965626","755.440830399288","768.694215768786","783.783299597604","795.141965571487","729.587341304443"
"b0035_caiE_35371_-1","caiE","15.6185935977502","13.5832013954024","14.5931192197459","14.9168670460414","14.7980897786792","12.9778227251184","16.5015779989203","16.3112266917711","14.401560330393","22.4781110562215","13.5657371988425","16.9421795729537","14.1447625670857","16.6063835421107","13.6172445066691","16.171302918145","18.0921381672027","19.5093039355885","19.0261154297303","16.5992204722866","17.3152940291742","19.0402823064465","17.1547061967529","16.8988185744863","18.1429365834705","15.5021455560148"
"b0036_caiD_36162_-1","caiD","730.274781732642","764.801672894325","714.592095986267","665.875486107877","681.648717779917","717.024705562789","714.518327353247","631.649516855835","630.554803655045","535.350241302303","657.307289622982","703.769222523881","753.290843688984","699.796106461469","637.982391567774","680.003287707996","687.912435312047","743.4741260671","628.825156797797","658.736455916506","748.052473242029","662.355005789994","615.282128923539","727.775786607878","739.787495791307","688.999905666877"
"b0037_caiC_37824_-1","caiC","1215.71755571677","1033.67199271396","1331.97518813777","943.463801438347","1173.91934991117","1093.82907571967","1096.84719606669","951.415242806596","953.519524848115","966.971217822226","1204.03804696238","1184.39210619873","1256.41675872056","1222.81958811486","984.063212061736","1151.5584808011","1168.38205913878","1371.58888973246","974.90778809555","1179.80763769872","1008.89387503931","987.097598461053","982.719597842561","1225.40575834418","1054.51190591273","1072.32568668834"
