"","genenames","transcript","01_no_PNA","02_PNA15_5nM","03_PNA15_0.5nM","07_no_PNA","08_PNA15_5nM","09_PNA15_0.5nM","13_no_PNA","14_PNA15_5nM","15_PNA15_0.5nM","74_PNA15_16nM","75_PNA15_63nM","76_PNA15_250nM","77_PNA15_1000nM","78_PNA14_1000nM","79_no_PNA","80_PNA15_16nM","81_PNA15_63nM","82_PNA15_250nM","83_PNA15_1000nM","84_PNA14_1000nM","85_no_PNA","86_PNA15_16nM","87_PNA15_63nM","88_PNA15_250nM","89_PNA15_1000nM","90_PNA14_1000nM"
"3309","b3604_lldR_3779054_1","b3604_lldR_3779054_1",5158.149,4090.168,4370.81,4238.723,4780.111,4033.421,4000.884,3689.102,3422.429,3489.451,3105.878,3171.795,3358.058,3431.814,3203.265,3135.826,3153.195,2716.89,3472.709,3562.149,3603.84,3627.514,3896.296,3600.773,3563.175,3466.221
"3310","b3605_lldD_3779827_1","b3605_lldD_3779827_1",17547.668,15763.4,16133.538,17086.326,15788.328,18717.67,17910.647,16527.356,17405.67,12411.765,14104.01,15529.146,14823.982,16054.207,15829.274,15569.216,15562.14,17901.522,16017.034,16285.684,14996.888,14975.526,15176.426,15102.048,16240.03,16058.364
"3311","b3606_trmL_3781215_1","b3606_trmL_3781215_1",752.734,872.476,1067.91,833.921,1052.045,868.011,840.643,771.981,822.069,1330.793,1163.675,1247.031,1294.023,1209.245,841.734,1204.222,1310.365,1215.113,1116.911,1025.884,873.112,1228.42,1093.841,1202.466,1232.626,1143.286
"3312","b3607_cysE_3782562_-1","b3607_cysE_3782562_-1",167.907,179.481,216.485,216.412,225.712,226.438,258.458,223.616,207.787,217.315,245.244,232.689,254.424,247.309,227.97,313.583,328.631,359.4,277.434,299.14,216.23,257.233,304.117,248.443,263.871,231.275
"3313","b3608_gpsA_3783661_-1","b3608_gpsA_3783661_-1",249.014,233.325,264.861,295.725,273.532,221.72,245.405,288.79,265.281,300.101,207.388,300.462,213.986,287.457,309.805,235.995,218.394,260.993,279.826,198.203,301.412,313.23,269.781,256.725,324.764,222.548
"3314","b3609_secB_3784128_-1","b3609_secB_3784128_-1",1488.393,1908.479,1482.737,1981.697,1390.612,2073.32,1490.705,1570.93,2015.33,1632.964,2009.686,1714.667,1612.475,1880.512,2095.567,1681.061,1599.477,1518.891,1934.864,1785.663,2118.075,1595.896,1774.017,1623.164,1476.199,1831.293
"3315","b3610_grxC_3784442_-1","b3610_grxC_3784442_-1",563.483,656.102,564.795,600.514,543.238,561.377,601.764,584.323,563.848,821.656,600.766,639.329,630.162,696.962,588.921,588.372,505.426,560.492,640.968,517.53,565.148,645.708,582.074,622.765,640.301,600.734
"3316","b3611_yibN_3785015_-1","b3611_yibN_3785015_-1",529.333,547.416,538.188,615.244,543.238,439.902,563.909,768.61,571.918,745.078,521.761,698.066,604.889,509.071,545.081,651.411,613.583,616.114,650.535,455.133,452.118,593.211,598.424,564.795,603.396,586.188
"3317","b3612_gpmM_3785260_1","b3612_gpmM_3785260_1",1973.615,1826.716,1679.871,2182.246,1930.025,2195.974,2066.362,2250.768,2474.276,2009.642,1520.843,1000.787,576.245,2309.288,2669.875,2243.571,1557.878,928.449,640.968,2420.647,2722.537,2420.093,1942.426,998.743,542.503,2312.753
"3318","b3613_envC_3786838_1","b3613_envC_3786838_1",65.455,44.87,65.308,65.717,80.338,56.609,86.153,79.783,75.651,64.16,82.297,60.996,77.507,81.901,70.144,61.423,85.278,102.686,83.709,108.278,57.334,90.994,70.307,84.471,92.262,62.546
"3319","b3614_yibQ_3788101_1","b3614_yibQ_3788101_1",367.118,413.803,341.054,456.617,369.172,362.064,336.779,516.901,458.946,420.141,401.608,388.568,352.15,361.328,397.485,392.786,339.031,346.564,432.893,354.196,429.185,397.224,465.986,346.165,363.514,324.367
"3320","b3615_waaH_3790081_-1","b3615_waaH_3790081_-1",3097.735,3250.597,2908.633,3085.283,2752.533,2595.778,2878.287,2992.409,3200.521,2804.392,2580.825,2539.244,2448.198,2624.045,2910.997,3213.414,2920.241,2656.99,3008.725,2701.434,3061.626,3032.553,2746.864,2847.162,2782.634,2846.578
"3321","b3616_tdh_3791345_-1","b3616_tdh_3791345_-1",1145.465,1028.026,1135.637,1188.565,1325.577,1030.763,1148.704,1151.791,1006.656,1432.206,1254.202,1405.169,1400.174,1303.993,1356.127,1480.627,1327.004,1360.584,1387.17,1262.627,1326.868,1287.916,1247.534,1333.313,1454.056,1342.561
"3322","b3617_kbl_3792551_-1","b3617_kbl_3792551_-1",1838.436,2108.899,2093.49,2240.031,2544.036,2536.81,2021.98,2044.007,2148.475,2483.595,2822.777,2451.138,2586.362,2513.237,2640.648,2371.267,2556.251,2781.068,2377.323,2567.464,2383.449,2463.84,2395.331,2462.902,2502.157,2494.574
"3323","b3618_yibB_3793683_-1","b3618_yibB_3793683_-1",1996.382,1657.206,1964.083,1580.598,1981.67,1778.479,1753.079,1740.609,1538.227,1701.262,1766.087,1484.238,1669.762,1851.606,1613.323,1584.077,1505.879,1660.084,1607.204,1882.929,1561.118,1748.136,1687.36,1686.103,1516.794,1570.927
"3324","b3619_hldD_3793987_1","b3619_hldD_3793987_1",2369.191,2630.391,2613.536,2936.854,3360.806,2408.259,2502.348,2447.415,2310.871,2384.251,2475.485,2252.336,2079.199,2140.668,2406.833,2109.409,2129.863,2297.59,3003.941,2416.976,2204.895,2553.084,2686.368,1954.422,2175.548,2139.661
"3325","b3620_waaF_3794929_1","b3620_waaF_3794929_1",54.072,55.838,67.727,64.584,51.646,51.892,83.542,93.267,75.651,95.204,59.254,76.81,70.767,49.783,73.067,88.902,87.358,64.178,74.142,75.244,72.077,61.246,81.752,66.252,94.108,56.728
"3326","b3621_waaC_3795979_1","b3621_waaC_3795979_1",610.44,481.607,608.334,433.956,441.859,364.423,416.405,460.716,403.469,455.326,337.417,411.159,439.766,372.569,403.331,470.374,440.948,487.757,444.851,427.605,357.108,458.47,430.015,513.45,488.991,418.914
"3327","b3622_waaL_3796948_1","b3622_waaL_3796948_1",2818.84,3518.821,2118.887,3598.553,1926.199,3138.285,2239.973,2899.142,3662.493,1330.793,1700.25,2460.175,2094.363,2171.18,2995.754,1813.607,1578.677,1565.955,2016.18,1457.159,2566.917,2488.338,1950.601,1823.575,2302.87,1960.75
"3328","b3623_waaU_3799312_-1","b3623_waaU_3799312_-1",4236.086,5611.766,3601.625,4863.031,4007.336,5166.789,4100.091,4392.537,4420.007,4263.504,5183.047,4276.502,4175.248,4104.687,4616.385,3628.83,3627.422,3384.346,3874.51,3866.795,4893.032,4533.955,4067.976,3849.217,3943.296,4366.595
"3329","b3624_waaZ_3800196_-1","b3624_waaZ_3800196_-1",3315.445,4689.434,2817.927,4524.251,3029.89,4112.439,2580.668,2856.441,3783.534,2593.287,3463.045,3623.618,3128.908,3539.409,4061.074,3148.757,2550.011,2246.247,3252.675,2967.54,4878.289,3823.501,3530.048,2872.006,2933.945,3512.767
"3330","b3625_waaY_3800965_-1","b3625_waaY_3800965_-1",2087.45,3301.45,2005.203,3365.145,2287.72,3019.169,2174.706,2491.239,2985.674,2734.024,3137.151,2963.957,2577.937,2431.336,2829.161,2073.848,2396.095,2430.226,2925.016,2240.796,2684.861,2544.335,2491.799,1969.328,2099.893,2328.754
"3331","b3626_waaR_3801999_-1","b3626_waaR_3801999_-1",4024.068,4732.31,3922.119,4810.911,3798.839,4443.84,4350.717,4712.791,4957.63,4118.628,4908.176,3955.708,4394.288,4347.178,4728.908,6242.557,4667.394,4783.437,4503.52,4839.458,4907.775,4528.706,4602.633,4443.825,4347.405,4848.055
"3332","b3627_waaO_3803058_-1","b3627_waaO_3803058_-1",1199.537,1347.103,1277.138,1334.728,1421.217,1490.715,1206.139,1212.471,1115.593,1724.029,1912.576,1549.752,1661.337,1570.573,1484.725,1352.931,1580.757,1480.384,1643.079,1578.284,1344.888,1641.393,1571.272,1578.444,1476.199,1445.835
"3333","b3628_waaB_3804137_-1","b3628_waaB_3804137_-1",2739.155,2835.797,2820.346,2862.073,2951.465,2808.063,2425.332,2649.681,2538.831,2791.974,3046.624,2851.001,2795.293,2750.911,2849.62,2641.206,2441.854,2318.983,2458.64,2646.378,2850.31,3022.054,2871.127,2918.382,2638.705,2693.849
"3334","b3629_waaS_3805116_-1","b3629_waaS_3805116_-1",3477.66,3674.371,3547.201,3592.887,3869.613,4541.727,3592.311,3713.823,3640.303,3516.356,4340.328,3512.922,3786.03,4058.116,3381.549,3310.398,3352.87,3003.554,3178.533,3925.522,3462.963,3433.277,3404.15,3567.648,3297.459,3378.947
"3335","b3630_waaP_3805950_-1","b3630_waaP_3805950_-1",6370.492,7200.171,7361.682,6863.99,6945.411,6644.531,7354.317,7564.738,7502.513,9657.044,8904.504,8304.501,8674.001,8463.106,7391.476,8175.778,8509.051,8668.376,8650.681,7920.781,8238.05,8199.967,8314.17,8625.956,8078.497,8437.914
"3336","b3631_waaG_3807067_-1","b3631_waaG_3807067_-1",6102.98,5533.991,6084.545,5520.198,6775.171,5586.642,5785.292,6218.547,5461.967,7082.384,7181.211,5695.225,6064.05,6073.523,5449.35,5166.031,5807.203,5750.393,5885.907,6215.868,5474.56,5858.619,5886.138,5734.074,5568.959,5399.334
"3337","b3632_waaQ_3808098_-1","b3632_waaQ_3808098_-1",1963.654,2127.845,2030.6,2185.645,2048.619,1949.487,2065.057,2391.23,2227.151,2309.743,2371.791,2213.931,2183.665,1894.965,2235.856,2338.938,2379.456,2331.819,2413.198,2156.376,2116.437,2103.363,2300.499,2136.613,2138.643,2170.206
"3338","b3633_waaA_3808540_1","b3633_waaA_3808540_1",236.208,351.982,272.117,318.386,239.101,284.226,262.374,306.77,336.897,366.33,378.565,356.94,353.835,354.904,293.73,339.445,322.391,316.614,368.318,293.634,309.603,376.226,430.015,332.914,322.918,347.64
"3339","b3634_coaD_3809825_1","b3634_coaD_3809825_1",1642.07,2284.392,1727.038,2111.997,1711.964,2139.364,1948.881,2148.511,2421.825,2371.833,2949.514,2665.754,2527.39,2436.154,2585.117,2135.271,2394.015,2691.218,2334.273,2297.687,2448.973,2339.598,2434.572,2351.931,2127.571,2549.847
"3340","b3635_mutM_3811152_-1","b3635_mutM_3811152_-1",189.251,165.521,182.621,209.613,181.717,189.877,174.916,244.966,217.873,300.101,185.991,187.506,165.123,170.226,195.82,245.694,205.914,269.55,246.342,124.795,186.744,260.733,250.161,212.005,221.43,174.547
"3341","b3636_rpmG_3811417_-1","b3636_rpmG_3811417_-1",3750.864,4336.456,3687.493,4082.363,3766.322,3871.849,3674.548,4014.974,4133.544,3448.057,3831.735,3987.335,3511.387,3773.871,3969.009,3274.837,3812.537,3645.339,3494.234,3659.416,3734.889,3699.26,3652.676,3695.182,3332.518,3909.863
"3342","b3637_rpmB_3811674_-1","b3637_rpmB_3811674_-1",11273.936,9018.91,10592.018,8911.403,10132.151,9548.123,10001.558,8790.692,8750.243,6088.946,7332.637,7287.9,7691.689,8132.29,7920.482,7761.978,7136.288,7560.227,6950.202,7634.488,8231.498,7216.531,7418.169,7734.872,8041.592,7861.907
"3343","b3638_yicR_3812559_-1","b3638_yicR_3812559_-1",2138.675,1965.315,1849.189,2138.057,1987.409,2026.146,2084.637,2272.118,2412.747,1682.635,2462.318,2141.64,2296.555,2204.904,2449.212,2262.967,2325.377,2173.512,2169.247,2451.845,2077.122,2075.365,2447.652,2196.24,1858.165,2007.295
"3344","b3639_dfp_3812731_1","b3639_dfp_3812731_1",52.649,37.89,45.958,65.717,55.471,34.202,54.825,83.154,64.555,62.09,42.794,54.219,58.972,69.054,59.915,64.656,58.238,47.064,71.75,45.88,70.439,64.746,67.037,48.032,55.357,50.91
"3345","b3640_dut_3813932_1","b3640_dut_3813932_1",1266.415,1250.383,1260.206,1177.234,1233.762,1099.166,1003.811,989.978,1028.847,1229.379,1216.345,1199.589,1113.736,1050.26,1071.165,945.597,1017.093,1116.706,1133.653,1181.877,1110.638,1265.168,1144.527,1076.588,1155.125,1102.558
"3346","b3641_slmA_3814494_1","b3641_slmA_3814494_1",5178.07,4977.601,5403.647,5598.378,6346.701,6319.027,5077.795,4621.771,5310.666,4613.277,5612.636,4721.547,4775.081,6131.336,5183.386,5015.706,5260.178,4916.073,4582.446,7537.222,5020.804,5069.42,5181.437,5117.935,4113.059,4522.233
"3347","b3642_pyrE_3815768_-1","b3642_pyrE_3815768_-1",170.753,246.288,162.061,211.88,164.502,153.317,194.496,220.245,211.821,227.663,263.349,187.506,220.725,195.92,172.439,158.408,170.555,162.586,200.901,139.476,230.973,213.486,197.84,168.942,184.525,210.911
"3348","b3643_rph_3816549_-1;b3643_rph_3815881_-1","b3643_rph_3816549_-1;b3643_rph_3815881_-1",658.82,732.88,666.385,703.621,648.442,784.276,984.231,715.796,810.973,869.258,765.359,851.686,700.929,782.075,716.058,998.938,825.738,902.778,815.561,809.329,766.635,747.201,781.548,954.023,671.67,821.827
"3349","b3644_yicC_3816676_1","b3644_yicC_3816676_1",580.559,491.578,572.051,448.686,459.074,515.382,523.444,507.912,504.337,500.858,488.842,519.596,631.847,462.5,489.55,499.469,503.346,611.835,755.769,545.058,466.861,428.722,516.672,616.14,708.575,500.369
"3350","b3645_dinD_3817760_1","b3645_dinD_3817760_1",14192.381,12522.774,16149.26,11432.429,15166.665,13264.295,14461.924,12640.483,11126.677,15926.051,15452.03,14934.999,16345.471,15914.494,12459.416,13897.853,15379.105,15022.047,12781.101,14417.437,12416.867,12245.704,12728.774,15294.177,14988.952,13777.611
"3351","b3646_yicG_3818874_1","b3646_yicG_3818874_1",11127.373,11289.342,11009.265,10378.697,9784.02,10755.79,11283.408,11406.662,11366.742,8920.244,9478.935,9666.747,10134.832,10141.274,9929.83,9895.633,9436.706,10088.86,9296.433,8159.359,10713.233,9969.102,9375.31,10941.448,10746.726,10685.212
"3352","b3647_ligB_3821170_-1","b3647_ligB_3821170_-1",3709.599,3312.418,3662.095,3242.776,4118.278,3667.819,3978.694,4054.304,3366.952,3655.024,3444.94,3707.205,3973.056,3841.319,3648.975,3683.788,4087.09,4115.981,3570.768,4011.777,3153.36,3580.267,3623.245,3512.99,3609.306,3589.859
"3353","b3648_gmk_3821428_1","b3648_gmk_3821428_1",138.025,145.579,119.732,165.425,175.978,148.6,114.87,113.494,126.084,122.11,106.986,117.474,119.63,118.837,151.98,137.394,137.276,136.914,124.367,99.102,145.792,136.491,152.059,109.315,145.775,104.728
"3354","b3649_rpoZ_3822106_1","b3649_rpoZ_3822106_1",517.949,452.69,498.277,508.737,571.93,571.991,514.306,491.056,439.782,540.182,571.139,501.523,478.519,473.741,553.849,417.033,561.585,560.492,471.16,528.541,430.823,470.719,462.716,505.168,474.229,480.005
"3355","b3650_spoT_3822400_1","b3650_spoT_3822400_1",49.803,42.876,26.607,33.991,30.605,21.229,24.802,35.958,22.191,22.766,18.105,15.814,25.274,14.453,18.997,38.794,31.199,38.507,9.567,31.199,31.124,29.748,55.591,56.314,31.369,27.637
"3356","b3651_trmH_3824515_1","b3651_trmH_3824515_1",680.164,848.545,492.23,802.196,401.69,702.9,439.901,620.282,660.681,389.097,409.838,673.216,572.875,592.578,666.373,449.361,391.029,543.378,566.827,379.889,556.957,596.711,529.752,488.605,599.706,552.734
"3357","b3652_recG_3825210_1","b3652_recG_3825210_1",99.606,67.804,79.821,84.978,122.42,83.735,92.68,96.638,98.85,115.901,69.129,92.624,114.575,69.054,113.985,134.162,87.358,102.686,105.234,113.783,103.201,99.744,93.197,109.315,108.87,84.365
"3358","b3653_gltS_3828665_-1","b3653_gltS_3828665_-1",3999.878,4303.551,3036.83,4648.886,2997.372,3444.919,3298.608,3792.482,4515.831,3001.01,2314.183,3235.051,3339.524,3003.038,3830.182,3761.375,3201.034,3277.382,3640.126,2780.348,4211.578,3650.263,3436.851,3247.984,3677.58,3485.13
"3359","b3654_xanP_3828945_1","b3654_xanP_3828945_1",258.975,326.057,258.814,342.18,376.823,329.042,413.795,385.429,363.122,304.24,363.751,282.389,306.657,277.821,381.411,336.212,361.91,342.285,377.884,420.264,327.622,358.727,377.694,318.008,267.561,353.459
"3360","b3655_yicH_3830457_1","b3655_yicH_3830457_1",2488.718,2731.099,2641.353,2426.983,2310.674,2276.171,2720.34,2677.773,2719.384,3493.59,2589.054,3183.091,3150.812,2786.241,2370.299,2655.754,3138.635,3200.368,3171.358,2484.879,3019.035,2943.309,2912.003,3132.043,3042.814,3079.308
"3361","b3656_yicI_3834537_-1","b3656_yicI_3834537_-1",11830.304,9117.625,12620.2,8058.22,11220.54,9775.74,10556.33,7840.044,7829.324,7674.308,8418.953,7723.909,8861.028,9142.403,6504.441,7550.229,8669.206,9006.383,7804.029,9209.101,7518.921,7090.539,7145.118,9131.124,7731.59,7707.724
"3362","b3657_yicJ_3835929_-1","b3657_yicJ_3835929_-1",3806.358,3457,3942.679,3117.008,3896.393,3528.654,3726.762,3472.228,3371.996,3015.498,3606.242,3336.711,3661.345,3712.847,3483.843,3354.041,3513.025,3397.182,3176.142,3789.716,3559.611,3207.541,3222.661,3724.995,3472.757,3437.13
"3363","b3659_setC_3836953_1","b3659_setC_3836953_1",724.275,778.747,736.531,951.758,826.334,804.326,801.482,892.217,895.702,854.771,999.082,754.544,695.875,764.41,895.804,804.97,746.7,680.292,863.394,981.839,841.988,937.939,936.877,773.487,710.421,836.373
"3364","b3660_yicL_3838248_1","b3660_yicL_3838248_1",8817.945,9385.849,9560.391,9349.891,9590.826,9032.741,9235.32,9735.723,9256.597,13734.279,10155.414,11408.523,10638.625,9410.588,9880.144,10065.356,10549.476,10392.638,10996.913,9269.663,11165.351,10635.809,10385.764,11542.681,10599.106,11355.765
"3365","b3661_nlpA_3839993_-1","b3661_nlpA_3839993_-1",2806.033,4390.3,2672.797,4274.981,2343.191,3877.745,2324.821,3011.512,4201.125,2346.997,3127.275,3115.318,2618.376,2953.255,4158.984,2987.117,2643.609,2494.404,3310.076,2725.292,4652.23,3163.794,3302.778,2787.535,2607.336,3230.582
"3366","b3662_nepI_3841739_-1","b3662_nepI_3841739_-1",401.268,379.901,372.498,420.36,319.439,382.114,284.565,320.254,338.914,258.708,258.412,323.053,291.492,274.609,369.72,305.501,264.153,290.943,315.701,253.259,293.222,267.733,317.197,260.037,304.466,283.64
"3367","b3663_yicN_3842402_-1","b3663_yicN_3842402_-1",1703.256,1867.597,1846.77,2439.447,2760.184,2848.162,1841.843,1695.661,1845.873,4455.983,2891.906,2948.143,3454.099,3356.336,3665.05,3522.147,3103.276,3315.889,4058.669,3773.199,2806.081,3379.03,3214.485,4616.079,4404.608,4517.869
"3368","b3664_adeQ_3843789_-1","b3664_adeQ_3843789_-1",9579.217,12462.947,8764.599,10247.264,8925.168,13211.224,8375.098,8403.016,8455.71,13579.054,12525.559,12748.178,11964.662,10698.522,10749.644,9148.854,9511.584,9819.31,9786.726,8985.205,10608.394,10214.086,9725.208,9550.165,10453.332,10325.935
"3369","b3665_adeD_3843964_1","b3665_adeD_3843964_1",473.838,496.564,308.4,480.411,319.439,435.185,374.634,383.181,510.389,300.101,306.144,381.79,387.533,350.087,480.782,271.556,282.872,239.6,382.668,295.469,468.499,432.222,331.913,278.257,398.574,379.641
"3370","b3666_uhpT_3847167_-1","b3666_uhpT_3847167_-1",1663.414,1586.411,1780.252,1510.35,1771.261,1633.418,1644.736,1633.857,1527.132,1707.471,1464.881,1420.982,1511.379,1477.43,1516.875,1626.104,1507.959,1484.663,1583.288,1548.92,1582.413,1685.14,1617.053,1633.101,1581.378,1589.836
"3371","b3667_uhpC_3848624_-1","b3667_uhpC_3848624_-1",651.705,801.681,740.159,745.544,747.908,788.994,703.581,673.095,799.878,900.303,959.58,722.916,793.6,815.798,827.12,845.38,786.219,504.871,832.302,805.659,905.874,887.192,976.118,781.769,876.493,875.646
"3372","b3668_uhpB_3850136_-1","b3668_uhpB_3850136_-1",1061.512,812.649,1036.465,811.261,958.317,724.129,729.688,759.62,631.43,1082.433,846.01,966.901,980.627,793.316,691.216,856.695,900.616,1052.527,987.761,824.011,760.083,862.694,853.49,891.084,1020.422,785.463
"3373","b3669_uhpA_3850726_-1","b3669_uhpA_3850726_-1",45.534,31.908,24.188,19.262,32.518,22.408,16.969,19.103,18.156,20.697,18.105,40.664,30.329,40.148,18.997,32.328,22.879,21.393,28.7,34.869,26.21,29.748,13.08,26.501,27.679,13.091
"3374","b3670_ilvN_3851092_-1","b3670_ilvN_3851092_-1",963.329,829.6,1047.35,853.183,866.503,744.178,965.956,984.36,898.728,1049.319,842.718,844.908,943.559,812.587,797.894,971.46,963.014,971.235,968.628,1170.866,768.273,775.2,745.578,987.149,782.385,795.645
"3375","b3671_ilvB_3852784_-1","b3671_ilvB_3852784_-1",785.462,807.664,963.9,909.836,1113.255,724.129,783.207,818.052,739.358,1018.274,1069.857,935.273,1140.695,961.936,938.183,842.147,1119.01,1133.82,1081.036,1150.679,953.379,1133.926,1141.257,1076.588,965.065,1034.194
"3376","b3672_ivbL_3852988_-1","b3672_ivbL_3852988_-1",55.495,43.873,74.983,88.378,70.774,64.865,46.992,37.082,43.373,62.09,47.732,74.551,67.397,62.63,67.222,63.04,45.759,59.9,71.75,56.892,62.248,61.246,81.752,48.032,79.346,61.092
"3377","b3673_emrD_3853922_1","b3673_emrD_3853922_1",3036.549,3709.27,3128.745,3216.716,3100.664,3407.18,2661.6,2855.318,2800.078,4505.655,3843.256,3858.566,3533.291,3311.371,2728.329,2044.753,2662.328,2592.811,3178.533,3013.42,2964.977,2761.32,2807.361,2611.969,2575.967,2839.305
"3378","b3674_yidF_3855611_-1","b3674_yidF_3855611_-1",17771.07,15395.464,18970.815,13546.692,16760.035,14949.605,16760.638,15231.732,13038.114,16215.804,15379.609,16604.484,17523.234,16598.608,14094.659,15242.702,16529.314,17875.851,14811.631,15131.335,14788.848,14926.53,14169.243,16663.929,16655.211,15742.724
"3379","b3675_yidG_3855970_-1","b3675_yidG_3855970_-1",110.989,123.642,101.59,121.236,126.245,120.295,93.985,103.38,118.015,142.807,181.053,142.324,104.465,126.866,135.905,171.339,151.836,192.535,176.984,168.84,160.535,143.491,163.504,140.785,155.001,151.274
"3380","b3676_yidH_3856307_-1","b3676_yidH_3856307_-1",22599.097,19544.462,21486.389,19044.229,20654.515,17758.848,23642.42,19847.885,19015.513,16015.047,15664.355,16177.512,15671.5,16140.926,16481.033,16354.789,15493.502,15728.011,16909.129,15678.228,16985.553,16086.704,17091.056,16571.176,17721.765,17626.382
"3381","b3677_yidI_3856415_1","b3677_yidI_3856415_1",11067.61,9153.521,13886.453,8496.708,13701.453,10317.067,14524.581,11738.153,9995.954,9466.635,12464.659,10391.922,11432.225,11864.407,9495.811,10897.804,12960.131,10593.731,9471.025,12338.14,8446.09,9620.875,10910.611,11537.713,10975.537,10948.488
"3382","b3678_yidJ_3858404_-1","b3678_yidJ_3858404_-1",852.34,906.378,925.199,999.346,931.538,961.181,925.49,1031.555,1100.463,1045.179,897.034,1091.152,978.942,894.488,1174.92,1040.965,883.976,834.32,1188.662,1000.191,1056.58,1000.935,1113.461,1015.305,974.291,1064.739
"3383","b3679_yidK_3860116_-1","b3679_yidK_3860116_-1",8891.938,8593.142,9193.939,8875.145,9799.322,9978.59,10354.002,11353.848,10607.211,7697.074,12298.42,9244.293,9592.286,10224.781,11939.177,10139.71,9532.383,8711.161,8569.365,11459.073,10921.273,10740.802,10886.086,10000.676,8884.871,10244.48
